STA18_Team,STA18_Conf_W,STA18_Conf_L,STA18_Conf_Pct,STA18_Conf_PF,STA18_Conf_PA,STA18_W,STA18_L,STA18_Pct,STA18_PF,STA18_PA,STA18_Strk,STA18_Conf_PPG,STA18_Conf_PAPG,STA18_PPG,STA18_PAPG,STA18_Home_W,STA18_Home_L,STA18_Away_W,STA18_Away_L,STA18_Neutral_W,STA18_Neutral_L,STA18_Top25_W,STA18_Top25_L,TeamID
Kansas,13,5,0.722,1396,1351,31,8,0.795,3174,2803,L1,77.55555555555556,75.05555555555556,81.38461538461539,71.87179487179488,14,4,7,3,10,1,8,4,169
"Texas Tech
TEXTC",11,7,0.611,1297,1233,27,10,0.73,2759,2397,L1,72.05555555555556,68.5,74.56756756756756,64.78378378378379,17,1,4,6,6,3,8,5,242
"West Virginia
WVU",11,7,0.611,1400,1293,26,11,0.703,2964,2575,L1,77.77777777777777,71.83333333333333,80.10810810810811,69.5945945945946,14,3,5,5,7,3,5,6,232
"Kansas State
K-STAT",10,8,0.556,1278,1295,25,12,0.6759999999999999,2630,2478,L1,71.0,71.94444444444444,71.08108108108108,66.97297297297297,14,4,6,5,5,3,3,7,323
"TCU
TCU",9,9,0.5,1464,1412,21,12,0.636,2708,2487,L3,81.33333333333333,78.44444444444444,82.06060606060606,75.36363636363636,15,3,3,7,3,2,2,7,291
"Oklahoma State
OKST",8,10,0.444,1365,1416,21,15,0.583,2757,2637,L1,75.83333333333333,78.66666666666667,76.58333333333333,73.25,15,6,3,7,3,2,6,6,313
"Oklahoma
OU",8,10,0.444,1461,1510,18,14,0.563,2718,2614,L2,81.16666666666667,83.8888888888889,84.9375,81.6875,13,2,2,9,3,3,6,4,251
Baylor,8,10,0.444,1288,1279,19,15,0.5589999999999999,2571,2369,L1,71.55555555555556,71.05555555555556,75.61764705882355,69.67647058823529,15,5,2,9,2,1,2,10,298
"Texas
T",8,10,0.444,1279,1317,19,15,0.5589999999999999,2450,2338,L2,71.05555555555556,73.16666666666667,72.05882352941177,68.76470588235293,13,4,4,7,2,4,5,8,320
"Iowa State
IOWAST",4,14,0.222,1318,1440,13,18,0.419,2258,2339,L7,73.22222222222223,80.0,72.83870967741936,75.45161290322581,9,7,0,10,4,1,3,6,180
