STA18_Team,STA18_Conf_W,STA18_Conf_L,STA18_Conf_Pct,STA18_Conf_PF,STA18_Conf_PA,STA18_W,STA18_L,STA18_Pct,STA18_PF,STA18_PA,STA18_Strk,STA18_Conf_PPG,STA18_Conf_PAPG,STA18_PPG,STA18_PAPG,STA18_Home_W,STA18_Home_L,STA18_Away_W,STA18_Away_L,STA18_Neutral_W,STA18_Neutral_L,STA18_Top25_W,STA18_Top25_L,TeamID
"Rhode Island
U",15,3,0.833,1379,1209,26,8,0.765,2583,2338,L1,76.6111111111111,67.16666666666667,75.97058823529412,68.76470588235293,15,1,7,4,4,3,1,1,227
"St Bonaventure
SBU",14,4,0.778,1434,1330,26,8,0.765,2620,2407,L1,79.66666666666667,73.8888888888889,77.05882352941177,70.79411764705883,13,1,9,4,4,3,1,1,261
"Davidson
DAV",13,5,0.722,1356,1161,21,12,0.636,2519,2240,L1,75.33333333333333,64.5,76.33333333333333,67.87878787878788,11,2,6,8,4,2,2,4,280
Saint Joseph's,10,8,0.556,1341,1265,16,16,0.5,2371,2311,L1,74.5,70.27777777777777,74.09375,72.21875,10,3,4,9,2,4,1,2,223
"VCU
VCU",9,9,0.5,1351,1358,18,15,0.545,2507,2470,L1,75.05555555555556,75.44444444444444,75.96969696969697,74.84848484848484,11,7,5,5,2,3,0,3,187
Saint Louis,9,9,0.5,1185,1169,17,16,0.515,2170,2157,L1,65.83333333333333,64.94444444444444,65.75757575757575,65.36363636363636,12,6,3,8,2,2,0,0,186
"George Mason
GMU",9,9,0.5,1353,1413,16,17,0.485,2371,2497,L1,75.16666666666667,78.5,71.84848484848484,75.66666666666667,10,7,5,7,1,3,0,1,236
"Richmond
RIC",9,9,0.5,1349,1341,12,20,0.375,2297,2418,L1,74.94444444444444,74.5,71.78125,75.5625,6,9,4,8,2,3,0,2,106
Dayton,8,10,0.444,1317,1354,14,17,0.452,2244,2277,L1,73.16666666666667,75.22222222222223,72.38709677419354,73.45161290322581,12,4,1,10,1,3,0,1,26
"Duquesne
DU",7,11,0.389,1299,1335,16,16,0.5,2317,2245,L2,72.16666666666667,74.16666666666667,72.40625,70.15625,13,6,2,7,1,3,0,1,262
"G Washington
GWU",7,11,0.389,1235,1303,15,18,0.455,2225,2319,L1,68.6111111111111,72.3888888888889,67.42424242424242,70.27272727272727,12,5,1,10,2,3,0,2,282
La Salle,7,11,0.389,1349,1360,13,19,0.406,2333,2360,L2,74.94444444444444,75.55555555555556,72.90625,73.75,10,4,2,10,1,5,0,4,297
"Massachusetts
U",5,13,0.278,1305,1437,13,20,0.39399999999999996,2374,2465,L1,72.5,79.83333333333333,71.93939393939394,74.6969696969697,11,6,1,11,1,3,0,2,231
Fordham,4,14,0.222,1080,1298,9,22,0.29,1931,2179,L7,60.0,72.1111111111111,62.29032258064516,70.29032258064517,8,9,1,10,0,3,0,2,338
