STA18_Team,STA18_Conf_W,STA18_Conf_L,STA18_Conf_Pct,STA18_Conf_PF,STA18_Conf_PA,STA18_W,STA18_L,STA18_Pct,STA18_PF,STA18_PA,STA18_Strk,STA18_Conf_PPG,STA18_Conf_PAPG,STA18_PPG,STA18_PAPG,STA18_Home_W,STA18_Home_L,STA18_Away_W,STA18_Away_L,STA18_Neutral_W,STA18_Neutral_L,STA18_Top25_W,STA18_Top25_L,TeamID
Michigan State,16,2,0.889,1377,1191,30,5,0.857,2807,2271,L1,76.5,66.16666666666667,80.2,64.88571428571429,16,1,8,1,6,3,3,2,78
Purdue,15,3,0.833,1379,1193,30,7,0.8109999999999999,2974,2431,L1,76.6111111111111,66.27777777777777,80.37837837837837,65.70270270270271,16,1,8,2,6,4,3,4,203
Ohio State,15,3,0.833,1335,1168,25,9,0.735,2591,2297,L1,74.16666666666667,64.8888888888889,76.20588235294117,67.55882352941177,16,2,6,2,3,5,2,4,163
Michigan,13,5,0.722,1280,1181,33,8,0.805,3019,2596,L1,71.1111111111111,65.6111111111111,73.63414634146342,63.3170731707317,15,1,6,5,12,2,5,4,160
Nebraska,13,5,0.722,1267,1197,22,11,0.667,2386,2265,L2,70.3888888888889,66.5,72.3030303030303,68.63636363636364,16,1,4,8,2,2,2,5,176
Penn State,9,9,0.5,1297,1246,26,13,0.667,2915,2601,W5,72.05555555555556,69.22222222222223,74.74358974358974,66.69230769230771,15,4,6,7,5,2,3,5,77
Indiana,9,9,0.5,1232,1220,16,15,0.516,2229,2178,L3,68.44444444444444,67.77777777777777,71.90322580645163,70.25806451612904,12,6,3,8,1,1,1,7,132
Maryland,8,10,0.444,1280,1313,19,13,0.594,2338,2140,L2,71.1111111111111,72.94444444444444,73.0625,66.875,15,3,2,8,2,2,0,5,194
Wisconsin,7,11,0.389,1156,1225,15,18,0.455,2206,2177,L1,64.22222222222223,68.05555555555556,66.84848484848484,65.96969696969697,11,7,3,8,1,3,1,9,222
Northwestern,6,12,0.33299999999999996,1141,1202,15,17,0.469,2203,2127,L7,63.38888888888889,66.77777777777777,68.84375,66.46875,11,6,3,9,1,2,1,4,317
Minnesota,4,14,0.222,1251,1423,15,17,0.469,2405,2402,L2,69.5,79.05555555555556,75.15625,75.0625,11,6,2,9,2,2,1,6,181
Illinois,4,14,0.222,1293,1388,14,18,0.43799999999999994,2426,2362,L1,71.83333333333333,77.1111111111111,75.8125,73.8125,12,6,1,9,1,3,0,4,107
Iowa,4,14,0.222,1369,1495,14,19,0.424,2630,2597,L1,76.05555555555556,83.05555555555556,79.6969696969697,78.6969696969697,9,6,1,10,4,3,0,5,50
Rutgers,3,15,0.16699999999999998,1042,1257,15,19,0.441,2216,2204,L1,57.88888888888889,69.83333333333333,65.17647058823529,64.82352941176471,13,9,0,9,2,1,1,8,197
