STA18_Team,STA18_Conf_W,STA18_Conf_L,STA18_Conf_Pct,STA18_Conf_PF,STA18_Conf_PA,STA18_W,STA18_L,STA18_Pct,STA18_PF,STA18_PA,STA18_Strk,STA18_Conf_PPG,STA18_Conf_PAPG,STA18_PPG,STA18_PAPG,STA18_Home_W,STA18_Home_L,STA18_Away_W,STA18_Away_L,STA18_Neutral_W,STA18_Neutral_L,STA18_Top25_W,STA18_Top25_L,TeamID
"Auburn
AU",13,5,0.722,1477,1330,26,8,0.765,2783,2488,L1,82.05555555555556,73.8888888888889,81.8529411764706,73.17647058823529,15,1,7,4,4,3,2,1,129
Tennessee,13,5,0.722,1310,1220,26,9,0.743,2584,2301,L1,72.77777777777777,67.77777777777777,73.82857142857142,65.74285714285715,13,2,8,4,5,3,3,2,318
"Florida
FL",11,7,0.611,1277,1196,21,13,0.618,2577,2353,L1,70.94444444444444,66.44444444444444,75.79411764705883,69.20588235294117,12,5,5,4,4,4,6,3,219
"Kentucky
U",10,8,0.556,1323,1294,26,11,0.703,2840,2599,L1,73.5,71.8888888888889,76.75675675675676,70.24324324324324,16,2,4,6,6,3,2,4,190
Arkansas,10,8,0.556,1396,1406,23,12,0.657,2819,2647,L2,77.55555555555556,78.1111111111111,80.54285714285714,75.62857142857143,15,2,3,7,5,3,5,2,220
"Missouri
MIZZOU",10,8,0.556,1259,1252,20,13,0.606,2399,2246,L2,69.94444444444444,69.55555555555556,72.6969696969697,68.06060606060606,13,3,5,6,2,4,3,2,315
"Mississippi State
MSS",9,9,0.5,1279,1287,25,12,0.6759999999999999,2716,2507,L1,71.05555555555556,71.5,73.4054054054054,67.75675675675676,19,2,4,8,2,2,1,4,230
"Texas A&M
TXA&",9,9,0.5,1283,1311,22,13,0.629,2631,2467,L1,71.27777777777777,72.83333333333333,75.17142857142858,70.48571428571428,13,3,4,7,5,3,5,4,343
"Alabama
AL",8,10,0.444,1242,1226,20,16,0.556,2604,2543,L1,69.0,68.1111111111111,72.33333333333333,70.6388888888889,12,5,2,8,6,3,6,3,65
"LSU
LSU",8,10,0.444,1311,1331,18,15,0.545,2559,2463,L1,72.83333333333333,73.94444444444444,77.54545454545455,74.63636363636364,14,4,3,8,1,3,1,4,109
"Georgia
U",7,11,0.389,1185,1220,18,15,0.545,2247,2202,L1,65.83333333333333,67.77777777777777,68.0909090909091,66.72727272727273,11,4,4,9,3,2,3,4,156
"South Carolina
S",7,11,0.389,1230,1293,17,16,0.515,2313,2277,L1,68.33333333333333,71.83333333333333,70.0909090909091,69.0,10,5,4,8,3,3,3,4,288
Vanderbilt,6,12,0.33299999999999996,1318,1393,12,20,0.375,2316,2368,L1,73.22222222222223,77.3888888888889,72.375,74.0,11,7,1,10,0,3,0,8,229
"Ole Miss
MISS",5,13,0.278,1280,1411,12,20,0.375,2426,2500,L4,71.1111111111111,78.3888888888889,75.8125,78.125,10,8,1,10,1,2,0,5,306
