STA18_Team,STA18_Conf_W,STA18_Conf_L,STA18_Conf_Pct,STA18_Conf_PF,STA18_Conf_PA,STA18_W,STA18_L,STA18_Pct,STA18_PF,STA18_PA,STA18_Strk,STA18_Conf_PPG,STA18_Conf_PAPG,STA18_PPG,STA18_PAPG,STA18_Home_W,STA18_Home_L,STA18_Away_W,STA18_Away_L,STA18_Neutral_W,STA18_Neutral_L,STA18_Top25_W,STA18_Top25_L,TeamID
Nicholls State,15,3,0.833,1412,1252,21,11,0.6559999999999999,2641,2411,L2,78.44444444444444,69.55555555555556,82.53125,75.34375,12,3,8,7,1,1,0,1,48
SE Louisiana,15,3,0.833,1310,1182,22,12,0.647,2439,2357,L2,72.77777777777777,65.66666666666667,71.73529411764707,69.32352941176471,10,3,10,8,2,1,0,1,287
Stephen F Austin,14,4,0.778,1442,1239,28,7,0.8,2819,2386,L1,80.1111111111111,68.83333333333333,80.54285714285714,68.17142857142858,16,1,9,5,3,1,0,1,37
Sam Houston State,12,6,0.667,1321,1251,21,15,0.583,2571,2477,L1,73.3888888888889,69.5,71.41666666666667,68.80555555555556,14,2,5,10,2,3,0,1,16
Lamar,11,7,0.611,1383,1300,19,14,0.5760000000000001,2500,2296,L3,76.83333333333333,72.22222222222223,75.75757575757575,69.57575757575758,11,4,8,7,0,3,0,0,128
New Orleans,11,7,0.611,1240,1223,16,17,0.485,2297,2322,L1,68.8888888888889,67.94444444444444,69.60606060606061,70.36363636363636,10,3,5,13,1,1,0,0,105
Central Arkansas,10,8,0.556,1460,1413,18,17,0.514,2819,2766,L1,81.1111111111111,78.5,80.54285714285714,79.02857142857142,9,5,8,11,1,1,0,2,131
Abilene Christian,8,10,0.444,1275,1290,16,16,0.5,2359,2279,L1,70.83333333333333,71.66666666666667,73.71875,71.21875,9,6,6,9,1,1,0,1,173
McNeese State,8,10,0.444,1373,1381,11,17,0.39299999999999996,2099,2161,W1,76.27777777777777,76.72222222222223,74.96428571428571,77.17857142857143,7,5,4,12,0,0,0,0,49
Texas A&M-,8,10,0.444,1229,1284,11,18,0.379,1963,2057,L1,68.27777777777777,71.33333333333333,67.6896551724138,70.93103448275863,7,6,4,11,0,1,0,1,276
Incarnate Word,2,16,0.111,1203,1412,7,21,0.25,1978,2163,L1,66.83333333333333,78.44444444444444,70.64285714285714,77.25,6,9,1,12,0,0,0,1,322
Houston Baptist,2,16,0.111,1353,1523,6,25,0.19399999999999998,2382,2617,L5,75.16666666666667,84.6111111111111,76.83870967741936,84.4193548387097,5,8,1,16,0,1,0,1,248
Northwstern St,1,17,0.055999999999999994,1120,1371,4,25,0.138,1868,2264,L3,62.22222222222222,76.16666666666667,64.41379310344827,78.06896551724137,1,11,2,13,1,1,0,1,309
