STA18_Team,STA18_Conf_W,STA18_Conf_L,STA18_Conf_Pct,STA18_Conf_PF,STA18_Conf_PA,STA18_W,STA18_L,STA18_Pct,STA18_PF,STA18_PA,STA18_Strk,STA18_Conf_PPG,STA18_Conf_PAPG,STA18_PPG,STA18_PAPG,STA18_Home_W,STA18_Home_L,STA18_Away_W,STA18_Away_L,STA18_Neutral_W,STA18_Neutral_L,STA18_Top25_W,STA18_Top25_L,TeamID
Wagner,14,4,0.778,1353,1201,23,10,0.6970000000000001,2448,2256,L2,75.16666666666667,66.72222222222223,74.18181818181819,68.36363636363636,16,1,7,9,0,0,0,1,292
Saint Francis U,12,6,0.667,1392,1301,18,13,0.581,2450,2355,L2,77.33333333333333,72.27777777777777,79.03225806451613,75.96774193548387,11,3,7,10,0,0,0,3,80
Mount St Mary's,12,6,0.667,1339,1237,18,14,0.563,2331,2301,L1,74.3888888888889,68.72222222222223,72.84375,71.90625,11,3,6,11,1,0,0,1,310
"LIU Brooklyn
LIU",10,8,0.556,1408,1399,18,17,0.514,2696,2674,L1,78.22222222222223,77.72222222222223,77.02857142857142,76.4,12,4,5,11,1,2,0,0,28
St Francis (BKN),10,8,0.556,1362,1390,13,18,0.419,2260,2357,L3,75.66666666666667,77.22222222222223,72.90322580645163,76.03225806451613,10,3,3,13,0,2,0,1,217
"Robert Morris
RMU",9,9,0.5,1243,1264,16,17,0.485,2272,2334,L1,69.05555555555556,70.22222222222223,68.84848484848484,70.72727272727273,6,6,9,11,1,0,0,0,165
"Fair Dickinson
FDU",9,9,0.5,1359,1366,13,18,0.419,2313,2350,L1,75.5,75.8888888888889,74.61290322580646,75.80645161290323,8,5,5,13,0,0,0,1,279
"Cent Conn St
CCSU",7,11,0.389,1200,1298,14,18,0.43799999999999994,2171,2300,L1,66.66666666666667,72.1111111111111,67.84375,71.875,8,4,6,14,0,0,0,0,283
Sacred Heart,5,13,0.278,1270,1297,10,21,0.32299999999999995,2129,2237,L1,70.55555555555556,72.05555555555556,68.6774193548387,72.16129032258064,5,9,4,11,1,1,0,0,63
Bryant,2,16,0.111,1322,1495,3,28,0.09699999999999999,2169,2582,L4,73.44444444444444,83.05555555555556,69.96774193548387,83.29032258064517,1,11,2,17,0,0,0,0,179
