STA18_Team,STA18_Conf_W,STA18_Conf_L,STA18_Conf_Pct,STA18_Conf_PF,STA18_Conf_PA,STA18_W,STA18_L,STA18_Pct,STA18_PF,STA18_PA,STA18_Strk,STA18_Conf_PPG,STA18_Conf_PAPG,STA18_PPG,STA18_PAPG,STA18_Home_W,STA18_Home_L,STA18_Away_W,STA18_Away_L,STA18_Neutral_W,STA18_Neutral_L,STA18_Top25_W,STA18_Top25_L,TeamID
South Dakota St,13,1,0.929,1187,1047,28,7,0.8,2958,2599,L1,84.78571428571429,74.78571428571429,84.51428571428572,74.25714285714284,15,0,8,4,5,3,0,3,2
South Dakota,11,3,0.7859999999999999,1091,958,26,9,0.743,2832,2404,L2,77.92857142857143,68.42857142857143,80.91428571428571,68.68571428571428,13,2,9,5,4,2,0,1,12
Denver,8,6,0.5710000000000001,1035,1025,15,15,0.5,2192,2189,L1,73.92857142857143,73.21428571428571,73.06666666666666,72.96666666666667,10,4,3,9,2,2,0,0,141
"IPFW
IUPFW",7,7,0.5,1118,1083,18,15,0.545,2716,2535,L3,79.85714285714286,77.35714285714286,82.3030303030303,76.81818181818181,13,3,4,10,1,2,0,1,91
North Dakota St,5,9,0.35700000000000004,1042,1035,15,17,0.469,2382,2264,L1,74.42857142857143,73.92857142857143,74.4375,70.75,8,6,5,10,2,1,0,2,96
Oral Roberts,5,9,0.35700000000000004,1011,1059,11,21,0.344,2332,2484,L1,72.21428571428571,75.64285714285714,72.875,77.625,8,5,3,13,0,3,0,0,57
Omaha,4,10,0.28600000000000003,1042,1153,9,22,0.29,2373,2588,L5,74.42857142857143,82.35714285714286,76.54838709677419,83.48387096774194,8,4,1,15,0,3,0,2,46
"Western Illinois
WI",3,11,0.214,928,1094,12,16,0.429,2012,2009,L2,66.28571428571429,78.14285714285714,71.85714285714286,71.75,11,5,1,10,0,1,0,0,249
