STA18_Team,STA18_Conf_W,STA18_Conf_L,STA18_Conf_Pct,STA18_Conf_PF,STA18_Conf_PA,STA18_W,STA18_L,STA18_Pct,STA18_PF,STA18_PA,STA18_Strk,STA18_Conf_PPG,STA18_Conf_PAPG,STA18_PPG,STA18_PAPG,STA18_Home_W,STA18_Home_L,STA18_Away_W,STA18_Away_L,STA18_Neutral_W,STA18_Neutral_L,STA18_Top25_W,STA18_Top25_L,TeamID
Rider,15,3,0.833,1495,1387,22,10,0.688,2620,2505,L2,83.05555555555556,77.05555555555556,81.875,78.28125,12,1,8,8,2,1,0,1,233
Canisius,15,3,0.833,1451,1298,21,12,0.636,2519,2346,L2,80.6111111111111,72.1111111111111,76.33333333333333,71.0909090909091,11,3,8,8,2,1,0,0,215
Niagara,12,6,0.667,1516,1464,19,14,0.5760000000000001,2748,2769,L2,84.22222222222223,81.33333333333333,83.27272727272727,83.9090909090909,9,6,10,7,0,1,0,1,311
Iona,11,7,0.611,1503,1417,20,14,0.588,2702,2602,L1,83.5,78.72222222222223,79.47058823529412,76.52941176470588,8,3,7,8,5,3,0,1,351
Fairfield,9,9,0.5,1404,1437,17,16,0.515,2506,2549,L1,78.0,79.83333333333333,75.93939393939394,77.24242424242425,10,3,3,10,4,3,0,1,331
Manhattan,9,9,0.5,1285,1281,14,17,0.452,2147,2175,L1,71.3888888888889,71.16666666666667,69.25806451612904,70.16129032258064,8,3,5,8,1,6,0,1,347
Quinnipiac,7,11,0.389,1309,1409,12,21,0.364,2364,2531,L1,72.72222222222223,78.27777777777777,71.63636363636364,76.6969696969697,6,6,4,12,2,3,0,0,316
Monmouth,7,11,0.389,1389,1383,11,20,0.355,2336,2372,L2,77.16666666666667,76.83333333333333,75.35483870967742,76.51612903225806,6,6,4,12,1,2,0,2,295
Saint Peter's,6,12,0.33299999999999996,1165,1196,14,18,0.43799999999999994,2085,2113,L1,64.72222222222223,66.44444444444444,65.15625,66.03125,8,4,3,12,3,2,0,2,344
Siena,4,14,0.222,1187,1309,8,24,0.25,2166,2405,L5,65.94444444444444,72.72222222222223,67.6875,75.15625,7,9,1,15,0,0,0,0,307
Marist,4,14,0.222,1316,1439,6,25,0.19399999999999998,2239,2515,L3,73.1111111111111,79.94444444444444,72.2258064516129,81.12903225806451,4,9,2,10,0,6,0,1,339
