STA18_Team,STA18_Conf_W,STA18_Conf_L,STA18_Conf_Pct,STA18_Conf_PF,STA18_Conf_PA,STA18_W,STA18_L,STA18_Pct,STA18_PF,STA18_PA,STA18_Strk,STA18_Conf_PPG,STA18_Conf_PAPG,STA18_PPG,STA18_PAPG,STA18_Home_W,STA18_Home_L,STA18_Away_W,STA18_Away_L,STA18_Neutral_W,STA18_Neutral_L,STA18_Top25_W,STA18_Top25_L,TeamID
Bethune-Cookman,12,4,0.75,1411,1287,18,14,0.563,2622,2543,L1,88.1875,80.4375,81.9375,79.46875,10,3,8,10,0,1,0,0,133
Hampton,12,4,0.75,1270,1151,19,16,0.5429999999999999,2703,2603,L2,79.375,71.9375,77.22857142857143,74.37142857142857,11,3,5,11,3,2,0,2,71
Savannah State,12,4,0.75,1532,1470,15,17,0.469,2754,2991,L1,95.75,91.875,86.0625,93.46875,10,2,4,13,1,2,0,6,
N Carolina A&,11,5,0.688,1220,1170,20,15,0.5710000000000001,2623,2605,L2,76.25,73.125,74.94285714285714,74.42857142857143,12,0,5,13,3,2,0,0,178
Norfolk State,11,5,0.688,1223,1135,14,19,0.424,2399,2417,L1,76.4375,70.9375,72.6969696969697,73.24242424242425,8,6,5,11,1,2,0,0,246
N Carolina Cent,9,7,0.563,1155,1135,19,16,0.5429999999999999,2520,2425,L1,72.1875,70.9375,72.0,69.28571428571429,12,2,3,13,4,1,0,0,266
Morgan State,7,9,0.43799999999999994,1158,1106,13,19,0.406,2273,2338,L1,72.375,69.125,71.03125,73.0625,8,2,3,15,2,2,0,1,54
Howard,7,9,0.43799999999999994,1289,1317,10,23,0.303,2449,2654,L1,80.5625,82.3125,74.21212121212122,80.42424242424242,7,4,2,18,1,1,0,1,175
Florida A&,7,9,0.43799999999999994,1207,1266,9,25,0.265,2343,2684,L1,75.4375,79.125,68.91176470588235,78.94117647058823,6,4,2,20,1,1,0,1,340
South Carolina St,6,10,0.375,1211,1281,10,22,0.313,2355,2660,L3,75.6875,80.0625,73.59375,83.125,8,5,2,16,0,1,0,1,314
Coppin State,5,11,0.313,1094,1177,5,27,0.156,1945,2384,L6,68.375,73.5625,60.78125,74.5,4,6,1,20,0,1,0,2,200
Maryland E Shore,3,13,0.188,1071,1203,7,25,0.21899999999999997,1992,2473,L1,66.9375,75.1875,62.25,77.28125,6,5,0,18,1,2,0,0,333
Delaware State,2,14,0.125,1054,1197,4,28,0.125,2034,2459,L1,65.875,74.8125,63.5625,76.84375,4,9,0,18,0,1,0,0,308
