AP18_Rnk,PS18_Rnk,KP18_Rank,TeamID,TS18_Team,KP18_Conference,TS18_GP,STA18_W,STA18_L,STA18_Pct,STA18_Strk,STA18_Conf_W,STA18_Conf_L,STA18_Conf_Pct,STA18_Home_W,STA18_Home_L,STA18_Away_W,STA18_Away_L,STA18_Neutral_W,STA18_Neutral_L,STA_Top25_W,STA_Top25_L,STA_Conf_PF,STA18_Conf_PA,STA18_Conf_PPG,STA18_Conf_PAPG,STA18_PF,STA18_PA,STA18_PPG,STA18_PAPG,TS18_FGM,TS18_FGA,TS18_FG%,TS18_3PM,TS18_3PA,TS18_3P%,TS18_FTM,TS18_FTA,TS18_FT%,KP18_Ajusted Efficiency Margin,KP18_Adjusted Offensive Efficiency,KP18_AOE Rk,KP18_Adjusted Defensive Efficiency,KP18_ADE Rk,KP18_Adjusted Tempo,KP18_AT Rk,KP18_Luck,KP18_Luck Rk,KP18_Strength of Schedule,KP_SOS Rk,KP18_Non-Conference Strength of Schedule,KP18_NCSOS Rk,KP18_Average Opponents Offensive Efficiency,KP18_AOOE Rk,KP18_Average Opponents Defensive Efficiency,KP18_AODE Rk,Team,Seed,Opponent,OppSeed,PF**,PA,WL,OppTeamID,Opp_AP18_Rnk,Opp_PS18_Rnk,Opp_KP18_Rank,Opp_TeamID,Opp_TS18_Team,Opp_KP18_Conference,Opp_TS18_GP,Opp_STA18_W,Opp_STA18_L,Opp_STA18_Pct,Opp_STA18_Strk,Opp_STA18_Conf_W,Opp_STA18_Conf_L,Opp_STA18_Conf_Pct,Opp_STA18_Home_W,Opp_STA18_Home_L,Opp_STA18_Away_W,Opp_STA18_Away_L,Opp_STA18_Neutral_W,Opp_STA18_Neutral_L,Opp_STA18_Top25_W,Opp_STA18_Top25_L,Opp_STA18_Conf_PF,Opp_STA18_Conf_PA,Opp_STA18_Conf_PPG,Opp_STA18_Conf_PAPG,Opp_STA18_PF,Opp_STA18_PA,Opp_STA18_PPG,Opp_STA18_PAPG,Opp_TS18_FGM,Opp_TS18_FGA,Opp_TS18_FG%,Opp_TS18_3PM,Opp_TS18_3PA,Opp_TS18_3P%,Opp_TS18_FTM,Opp_TS18_FTA,Opp_TS18_FT%,Opp_KP18_Ajusted Efficiency Margin,Opp_KP18_Adjusted Offensive Efficiency,Opp_KP18 AOW Rk,Opp_KP18_Adjusted Defensive Efficiency,Opp_KP18_ADE Rk,Opp_KP18_Adjusted Tempo,Opp_KP18_AT Rk,Opp_KP18_Luck,Opp_KP18_Luck_Rk,Opp_KP18_Strength of Schedule,Opp_KP18_SOS Rk,Opp_KP18_Non-Conference Strength of Schedule,Opp_KP18_NCSOS Rk,Opp_KP18_Average Opponents Offensive Efficiency,Opp_KP18_AOOE Rk,Opp_KP18_Average Opponents Defensive Efficiency,Opp_KP18_AODE Rk
20.0,,14,299.0,Clemson,ACC,32,25,10,0.7140000000000001,L1,11,7,0.611,15,1,4,6,6,3,4,5,1255,1208,69.72222222222223,67.1111111111111,2584,2307,73.82857142857142,65.91428571428571,809,1786,0.45299999999999996,266,726,0.366,461,609,0.757,21.65,114.2,44,92.6,7,66.1,274,-0.009000000000000001,203,10.22,20,-1.91,214,110.6,26,100.4,23,Clemson,5.0,Auburn,4.0,84.0,53.0,W,129.0,19.0,,23,129.0,Auburn,SEC,32,26,8,0.765,L1,13,5,0.722,15,1,7,4,4,3,2,1,1477,1330,82.05555555555556,73.8888888888889,2783,2488,81.8529411764706,73.17647058823529,868,1977,0.439,312,852,0.366,620,789,0.7859999999999999,18.69,115.4,26,96.7,37,72.6,18,0.034,94,7.52,57,-1.86,211,108.8,58,101.3,51
20.0,,14,299.0,Clemson,ACC,32,25,10,0.7140000000000001,L1,11,7,0.611,15,1,4,6,6,3,4,5,1255,1208,69.72222222222223,67.1111111111111,2584,2307,73.82857142857142,65.91428571428571,809,1786,0.45299999999999996,266,726,0.366,461,609,0.757,21.65,114.2,44,92.6,7,66.1,274,-0.009000000000000001,203,10.22,20,-1.91,214,110.6,26,100.4,23,Clemson,5.0,Kansas,1.0,76.0,80.0,L,169.0,4.0,4.0,9,169.0,Kansas,B12,34,31,8,0.795,L1,13,5,0.722,14,4,7,3,10,1,8,4,1396,1351,77.55555555555556,75.05555555555556,3174,2803,81.38461538461539,71.87179487179488,1024,2058,0.498,345,857,0.40299999999999997,378,540,0.7,23.49,120.9,5,97.4,47,68.8,144,0.076,23,12.41,2,3.55,70,111.7,3,99.3,3
20.0,,14,299.0,Clemson,ACC,32,25,10,0.7140000000000001,L1,11,7,0.611,15,1,4,6,6,3,4,5,1255,1208,69.72222222222223,67.1111111111111,2584,2307,73.82857142857142,65.91428571428571,809,1786,0.45299999999999996,266,726,0.366,461,609,0.757,21.65,114.2,44,92.6,7,66.1,274,-0.009000000000000001,203,10.22,20,-1.91,214,110.6,26,100.4,23,Clemson,5.0,New Mexico St.,12.0,79.0,68.0,W,118.0,,,186,118.0,Washington State,P12,31,12,19,0.387,L2,4,14,0.222,8,8,1,10,3,1,1,2,1289,1473,71.6111111111111,81.83333333333333,2270,2411,73.2258064516129,77.7741935483871,801,1795,0.446,341,905,0.377,327,444,0.736,-1.66,108.4,108,110.0,278,68.2,178,0.004,165,4.41,79,-1.75,206,107.2,84,102.8,77
22.0,13.0,37,256.0,Miami,ACC,31,22,10,0.688,L2,11,7,0.611,11,3,8,4,3,3,3,4,1328,1319,73.77777777777777,73.27777777777777,2361,2173,73.78125,67.90625,850,1832,0.46399999999999997,243,669,0.363,354,534,0.6629999999999999,15.43,112.9,53,97.4,48,67.0,233,0.017,128,8.08,52,-3.82,284,109.1,52,101.0,42,Miami (FL),6.0,Loyola (IL),11.0,62.0,64.0,L,157.0,,,31,157.0,Loyola Chicago,MVC,33,32,6,0.8420000000000001,L1,15,3,0.833,14,1,9,4,9,1,4,1,1296,1109,72.0,61.611111111111114,2721,2377,71.60526315789474,62.55263157894736,869,1714,0.507,246,618,0.39799999999999996,406,561,0.7240000000000001,16.39,111.4,63,95.0,17,65.5,307,0.077,22,2.48,99,-5.47,315,104.8,156,102.3,72
,,41,155.0,Syracuse,ACC,33,23,14,0.622,L1,8,10,0.444,14,5,4,6,5,3,2,8,1161,1173,64.5,65.16666666666667,2466,2360,66.64864864864866,63.78378378378378,751,1796,0.418,193,600,0.322,534,721,0.741,14.82,107.0,135,92.2,5,62.9,345,0.021,119,9.81,27,-0.2,163,111.3,9,101.5,58,Syracuse,11.0,Arizona St.,11.0,60.0,56.0,W,235.0,,,49,235.0,Arizona State,P12,31,20,12,0.625,L3,8,10,0.444,13,4,4,6,3,2,2,2,1403,1378,77.94444444444444,76.55555555555556,2645,2395,82.65625,74.84375,867,1868,0.46399999999999997,277,761,0.364,578,783,0.738,14.13,116.7,18,102.6,123,71.3,43,-0.083,340,5.48,71,0.94,138,107.4,77,101.9,64
,,41,155.0,Syracuse,ACC,33,23,14,0.622,L1,8,10,0.444,14,5,4,6,5,3,2,8,1161,1173,64.5,65.16666666666667,2466,2360,66.64864864864866,63.78378378378378,751,1796,0.418,193,600,0.322,534,721,0.741,14.82,107.0,135,92.2,5,62.9,345,0.021,119,9.81,27,-0.2,163,111.3,9,101.5,58,Syracuse,11.0,TCU,6.0,57.0,52.0,W,291.0,,,24,291.0,TCU,B12,32,21,12,0.636,L3,9,9,0.5,15,3,3,7,3,2,2,7,1464,1412,81.33333333333333,78.44444444444444,2708,2487,82.06060606060606,75.36363636363636,960,1925,0.499,271,677,0.4,465,657,0.708,18.47,119.7,9,101.2,100,68.6,160,-0.067,322,9.67,29,-0.82,178,110.7,24,101.0,43
,,41,155.0,Syracuse,ACC,33,23,14,0.622,L1,8,10,0.444,14,5,4,6,5,3,2,8,1161,1173,64.5,65.16666666666667,2466,2360,66.64864864864866,63.78378378378378,751,1796,0.418,193,600,0.322,534,721,0.741,14.82,107.0,135,92.2,5,62.9,345,0.021,119,9.81,27,-0.2,163,111.3,9,101.5,58,Syracuse,11.0,Michigan St.,3.0,55.0,53.0,W,78.0,5.0,2.0,6,78.0,Michigan State,B10,33,30,5,0.857,L1,16,2,0.889,16,1,8,1,6,3,3,2,1377,1191,76.5,66.16666666666667,2807,2271,80.2,64.88571428571429,943,1872,0.504,277,671,0.413,509,678,0.7509999999999999,25.41,119.2,13,93.8,10,67.0,234,0.038,83,6.64,62,-5.03,303,108.6,63,101.9,65
,,41,155.0,Syracuse,ACC,33,23,14,0.622,L1,8,10,0.444,14,5,4,6,5,3,2,8,1161,1173,64.5,65.16666666666667,2466,2360,66.64864864864866,63.78378378378378,751,1796,0.418,193,600,0.322,534,721,0.741,14.82,107.0,135,92.2,5,62.9,345,0.021,119,9.81,27,-0.2,163,111.3,9,101.5,58,Syracuse,11.0,Duke,2.0,65.0,69.0,L,27.0,9.0,1.0,3,27.0,Duke,ACC,33,29,8,0.784,L1,13,5,0.722,15,1,6,5,8,2,6,4,1421,1219,78.94444444444444,67.72222222222223,3121,2576,84.35135135135134,69.62162162162164,1008,2044,0.493,274,725,0.37799999999999995,505,713,0.708,28.86,122.4,3,93.6,9,69.7,93,-0.034,271,10.6,15,4.09,58,110.4,30,99.8,10
1.0,,2,349.0,Virginia,ACC,33,31,3,0.912,L1,17,1,0.9440000000000001,16,1,10,1,5,1,5,1,1154,955,64.1111111111111,53.05555555555557,2283,1836,67.14705882352939,54.0,825,1788,0.461,243,623,0.39,336,443,0.758,29.53,115.2,30,85.6,1,59.4,351,0.048,66,9.24,37,-0.08,158,110.0,33,100.7,33,Virginia,1.0,UMBC,16.0,54.0,74.0,L,162.0,,,166,162.0,UMBC,AE,34,25,11,0.6940000000000001,L1,12,4,0.75,15,2,9,7,1,2,1,1,1096,1060,68.5,66.25,2630,2466,73.05555555555556,68.5,886,1993,0.445,346,894,0.387,395,609,0.649,0.5,103.1,206,102.6,124,68.4,170,0.125,2,-4.38,269,-3.55,277,102.7,267,107.1,259
,,167,139.0,Lipscomb,ASun,32,23,10,0.6970000000000001,L1,10,4,0.7140000000000001,13,2,10,7,0,1,0,3,1203,1142,85.92857142857143,81.57142857142857,2708,2564,82.06060606060606,77.6969696969697,901,1976,0.456,260,785,0.331,580,811,0.715,0.43,103.2,203,102.8,125,74.9,5,0.11199999999999999,7,-4.31,267,5.84,30,103.2,235,107.5,278,Lipscomb,15.0,North Carolina,2.0,66.0,84.0,L,281.0,10.0,9.0,8,281.0,North Carolina,ACC,35,26,11,0.703,L1,11,7,0.611,12,3,7,5,7,3,5,6,1452,1360,80.66666666666667,75.55555555555556,3018,2711,81.56756756756756,73.27027027027026,1048,2279,0.46,290,796,0.364,483,652,0.741,23.59,120.3,6,96.7,38,71.2,46,-0.011000000000000001,207,13.26,1,7.58,17,111.6,5,98.3,1
4.0,4.0,9,169.0,Kansas,B12,34,31,8,0.795,L1,13,5,0.722,14,4,7,3,10,1,8,4,1396,1351,77.55555555555556,75.05555555555556,3174,2803,81.38461538461539,71.87179487179488,1024,2058,0.498,345,857,0.40299999999999997,378,540,0.7,23.49,120.9,5,97.4,47,68.8,144,0.076,23,12.41,2,3.55,70,111.7,3,99.3,3,Kansas,1.0,Villanova,1.0,79.0,95.0,L,208.0,2.0,6.0,1,208.0,Villanova,BE,34,36,4,0.9,W11,14,4,0.778,12,1,9,3,15,0,7,0,1584,1374,88.0,76.33333333333333,3463,2807,86.575,70.175,1055,2092,0.504,388,975,0.39799999999999996,462,599,0.7709999999999999,33.76,127.8,1,94.0,11,68.7,150,-0.018000000000000002,225,11.31,6,3.98,61,111.3,10,100.0,12
4.0,4.0,9,169.0,Kansas,B12,34,31,8,0.795,L1,13,5,0.722,14,4,7,3,10,1,8,4,1396,1351,77.55555555555556,75.05555555555556,3174,2803,81.38461538461539,71.87179487179488,1024,2058,0.498,345,857,0.40299999999999997,378,540,0.7,23.49,120.9,5,97.4,47,68.8,144,0.076,23,12.41,2,3.55,70,111.7,3,99.3,3,Kansas,1.0,Penn,16.0,76.0,60.0,W,335.0,,,125,335.0,Pennsylvania,Ivy,31,24,9,0.727,L1,12,2,0.857,13,3,9,4,2,2,0,2,1068,967,76.28571428571429,69.07142857142857,2506,2274,75.93939393939394,68.9090909090909,847,1840,0.46,272,783,0.34700000000000003,412,621,0.6629999999999999,3.69,103.1,208,99.4,72,68.9,132,0.076,24,-4.15,261,-2.98,249,103.7,209,107.8,296
4.0,4.0,9,169.0,Kansas,B12,34,31,8,0.795,L1,13,5,0.722,14,4,7,3,10,1,8,4,1396,1351,77.55555555555556,75.05555555555556,3174,2803,81.38461538461539,71.87179487179488,1024,2058,0.498,345,857,0.40299999999999997,378,540,0.7,23.49,120.9,5,97.4,47,68.8,144,0.076,23,12.41,2,3.55,70,111.7,3,99.3,3,Kansas,1.0,Seton Hall,8.0,83.0,79.0,W,117.0,,23.0,26,117.0,Seton Hall,BE,32,22,12,0.647,L1,10,8,0.556,14,3,5,6,3,3,3,5,1407,1398,78.16666666666667,77.66666666666667,2701,2512,79.44117647058823,73.88235294117645,914,1951,0.46799999999999997,233,640,0.364,467,674,0.693,18.04,116.9,17,98.8,62,69.5,103,-0.027999999999999997,260,10.12,21,-0.0,157,110.5,27,100.4,24
4.0,4.0,9,169.0,Kansas,B12,34,31,8,0.795,L1,13,5,0.722,14,4,7,3,10,1,8,4,1396,1351,77.55555555555556,75.05555555555556,3174,2803,81.38461538461539,71.87179487179488,1024,2058,0.498,345,857,0.40299999999999997,378,540,0.7,23.49,120.9,5,97.4,47,68.8,144,0.076,23,12.41,2,3.55,70,111.7,3,99.3,3,Kansas,1.0,Clemson,5.0,80.0,76.0,W,299.0,20.0,,14,299.0,Clemson,ACC,32,25,10,0.7140000000000001,L1,11,7,0.611,15,1,4,6,6,3,4,5,1255,1208,69.72222222222223,67.1111111111111,2584,2307,73.82857142857142,65.91428571428571,809,1786,0.45299999999999996,266,726,0.366,461,609,0.757,21.65,114.2,44,92.6,7,66.1,274,-0.009000000000000001,203,10.22,20,-1.91,214,110.6,26,100.4,23
4.0,4.0,9,169.0,Kansas,B12,34,31,8,0.795,L1,13,5,0.722,14,4,7,3,10,1,8,4,1396,1351,77.55555555555556,75.05555555555556,3174,2803,81.38461538461539,71.87179487179488,1024,2058,0.498,345,857,0.40299999999999997,378,540,0.7,23.49,120.9,5,97.4,47,68.8,144,0.076,23,12.41,2,3.55,70,111.7,3,99.3,3,Kansas,1.0,Duke,2.0,85.0,81.0,W,27.0,9.0,1.0,3,27.0,Duke,ACC,33,29,8,0.784,L1,13,5,0.722,15,1,6,5,8,2,6,4,1421,1219,78.94444444444444,67.72222222222223,3121,2576,84.35135135135134,69.62162162162164,1008,2044,0.493,274,725,0.37799999999999995,505,713,0.708,28.86,122.4,3,93.6,9,69.7,93,-0.034,271,10.6,15,4.09,58,110.4,30,99.8,10
15.0,11.0,12,232.0,West Virginia,B12,34,26,11,0.703,L1,11,7,0.611,14,3,5,5,7,3,5,6,1400,1293,77.77777777777777,71.83333333333333,2964,2575,80.10810810810811,69.5945945945946,944,2176,0.434,299,847,0.353,520,679,0.7659999999999999,22.44,119.4,10,96.9,41,69.2,120,-0.013999999999999999,214,10.59,16,-4.72,299,109.9,38,99.3,2,West Virginia,5.0,Villanova,1.0,78.0,90.0,L,208.0,2.0,6.0,1,208.0,Villanova,BE,34,36,4,0.9,W11,14,4,0.778,12,1,9,3,15,0,7,0,1584,1374,88.0,76.33333333333333,3463,2807,86.575,70.175,1055,2092,0.504,388,975,0.39799999999999996,462,599,0.7709999999999999,33.76,127.8,1,94.0,11,68.7,150,-0.018000000000000002,225,11.31,6,3.98,61,111.3,10,100.0,12
15.0,11.0,12,232.0,West Virginia,B12,34,26,11,0.703,L1,11,7,0.611,14,3,5,5,7,3,5,6,1400,1293,77.77777777777777,71.83333333333333,2964,2575,80.10810810810811,69.5945945945946,944,2176,0.434,299,847,0.353,520,679,0.7659999999999999,22.44,119.4,10,96.9,41,69.2,120,-0.013999999999999999,214,10.59,16,-4.72,299,109.9,38,99.3,2,West Virginia,5.0,Murray St.,12.0,85.0,68.0,W,72.0,,,62,72.0,Murray State,OVC,31,26,6,0.813,L1,16,2,0.889,14,2,10,3,2,1,0,1,1407,1179,78.16666666666667,65.5,2515,2117,78.59375,66.15625,849,1752,0.485,264,696,0.379,485,664,0.73,12.19,112.9,54,100.7,93,67.2,222,-0.0,176,-3.56,243,-0.99,185,102.9,253,106.4,222
15.0,11.0,12,232.0,West Virginia,B12,34,26,11,0.703,L1,11,7,0.611,14,3,5,5,7,3,5,6,1400,1293,77.77777777777777,71.83333333333333,2964,2575,80.10810810810811,69.5945945945946,944,2176,0.434,299,847,0.353,520,679,0.7659999999999999,22.44,119.4,10,96.9,41,69.2,120,-0.013999999999999999,214,10.59,16,-4.72,299,109.9,38,99.3,2,West Virginia,5.0,Marshall,13.0,94.0,71.0,W,73.0,,,105,73.0,Marshall,CUSA,34,25,11,0.6940000000000001,L1,12,6,0.667,15,2,6,8,4,1,2,2,1458,1383,81.0,76.83333333333333,3017,2849,83.80555555555556,79.1388888888889,992,2116,0.469,341,963,0.354,540,704,0.767,6.53,109.4,93,102.9,126,74.7,6,0.06,54,0.07,137,-7.0,333,105.6,118,105.5,164
,,24,291.0,TCU,B12,32,21,12,0.636,L3,9,9,0.5,15,3,3,7,3,2,2,7,1464,1412,81.33333333333333,78.44444444444444,2708,2487,82.06060606060606,75.36363636363636,960,1925,0.499,271,677,0.4,465,657,0.708,18.47,119.7,9,101.2,100,68.6,160,-0.067,322,9.67,29,-0.82,178,110.7,24,101.0,43,TCU,6.0,Syracuse,11.0,52.0,57.0,L,155.0,,,41,155.0,Syracuse,ACC,33,23,14,0.622,L1,8,10,0.444,14,5,4,6,5,3,2,8,1161,1173,64.5,65.16666666666667,2466,2360,66.64864864864866,63.78378378378378,751,1796,0.418,193,600,0.322,534,721,0.741,14.82,107.0,135,92.2,5,62.9,345,0.021,119,9.81,27,-0.2,163,111.3,9,101.5,58
,,48,251.0,Oklahoma,B12,31,18,14,0.563,L2,8,10,0.444,13,2,2,9,3,3,6,4,1461,1510,81.16666666666667,83.8888888888889,2718,2614,84.9375,81.6875,925,1993,0.46399999999999997,296,816,0.363,494,660,0.748,14.16,114.6,37,100.5,85,75.5,4,-0.008,198,11.68,5,2.13,96,111.3,11,99.6,6,Oklahoma,10.0,Rhode Island,7.0,78.0,83.0,L,227.0,,,52,227.0,Rhode Island,A10,31,26,8,0.765,L1,15,3,0.833,15,1,7,4,4,3,1,1,1379,1209,76.6111111111111,67.16666666666667,2583,2338,75.97058823529412,68.76470588235293,879,1904,0.462,210,600,0.35,413,580,0.7120000000000001,13.93,111.1,69,97.2,46,68.4,173,0.063,44,3.49,85,3.83,64,107.6,75,104.1,107
14.0,,11,242.0,Texas Tech,B12,33,27,10,0.73,L1,11,7,0.611,17,1,4,6,6,3,8,5,1297,1233,72.05555555555556,68.5,2759,2397,74.56756756756756,64.78378378378379,863,1860,0.46399999999999997,232,634,0.366,525,749,0.701,22.59,113.3,50,90.8,4,66.7,247,-0.006999999999999999,195,10.31,19,-5.24,309,110.7,23,100.4,25,Texas Tech,3.0,Purdue,2.0,78.0,65.0,W,203.0,11.0,20.0,5,203.0,Purdue,B10,34,30,7,0.8109999999999999,L1,15,3,0.833,16,1,8,2,6,4,3,4,1379,1193,76.6111111111111,66.27777777777777,2974,2431,80.37837837837837,65.70270270270271,958,1928,0.4970000000000001,326,776,0.42,517,696,0.743,26.27,122.7,2,96.4,31,67.2,223,0.006,163,9.02,41,0.69,144,109.1,51,100.1,14
14.0,,11,242.0,Texas Tech,B12,33,27,10,0.73,L1,11,7,0.611,17,1,4,6,6,3,8,5,1297,1233,72.05555555555556,68.5,2759,2397,74.56756756756756,64.78378378378379,863,1860,0.46399999999999997,232,634,0.366,525,749,0.701,22.59,113.3,50,90.8,4,66.7,247,-0.006999999999999999,195,10.31,19,-5.24,309,110.7,23,100.4,25,Texas Tech,3.0,Villanova,1.0,59.0,71.0,L,208.0,2.0,6.0,1,208.0,Villanova,BE,34,36,4,0.9,W11,14,4,0.778,12,1,9,3,15,0,7,0,1584,1374,88.0,76.33333333333333,3463,2807,86.575,70.175,1055,2092,0.504,388,975,0.39799999999999996,462,599,0.7709999999999999,33.76,127.8,1,94.0,11,68.7,150,-0.018000000000000002,225,11.31,6,3.98,61,111.3,10,100.0,12
14.0,,11,242.0,Texas Tech,B12,33,27,10,0.73,L1,11,7,0.611,17,1,4,6,6,3,8,5,1297,1233,72.05555555555556,68.5,2759,2397,74.56756756756756,64.78378378378379,863,1860,0.46399999999999997,232,634,0.366,525,749,0.701,22.59,113.3,50,90.8,4,66.7,247,-0.006999999999999999,195,10.31,19,-5.24,309,110.7,23,100.4,25,Texas Tech,3.0,Stephen F. Austin,14.0,70.0,60.0,W,37.0,,,112,37.0,Stephen F. Austin,Slnd,34,28,7,0.8,L1,14,4,0.778,16,1,9,5,3,1,0,1,1442,1239,80.1111111111111,68.83333333333333,2819,2386,80.54285714285714,68.17142857142858,982,2012,0.488,237,637,0.3720000000000001,558,791,0.705,5.58,104.5,181,99.0,64,71.1,49,0.031,97,-7.16,319,-2.26,225,100.6,330,107.8,293
14.0,,11,242.0,Texas Tech,B12,33,27,10,0.73,L1,11,7,0.611,17,1,4,6,6,3,8,5,1297,1233,72.05555555555556,68.5,2759,2397,74.56756756756756,64.78378378378379,863,1860,0.46399999999999997,232,634,0.366,525,749,0.701,22.59,113.3,50,90.8,4,66.7,247,-0.006999999999999999,195,10.31,19,-5.24,309,110.7,23,100.4,25,Texas Tech,3.0,Florida,6.0,69.0,66.0,W,218.0,,,159,218.0,Weber State,BSky,31,20,11,0.645,L1,13,5,0.722,12,3,7,4,1,4,0,0,1439,1315,79.94444444444444,73.05555555555556,2434,2195,78.51612903225806,70.80645161290323,846,1722,0.491,280,672,0.41700000000000004,462,603,0.7659999999999999,0.88,106.7,138,105.8,186,67.5,209,0.037000000000000005,87,-2.94,225,-0.23,164,103.9,197,106.8,248
,,42,323.0,Kansas State,B12,33,25,12,0.6759999999999999,L1,10,8,0.556,14,4,6,5,5,3,3,7,1278,1295,71.0,71.94444444444444,2630,2478,71.08108108108108,66.97297297297297,854,1811,0.47200000000000003,229,666,0.344,451,607,0.743,14.77,110.1,78,95.3,21,65.6,302,0.071,31,9.39,34,-6.5,324,111.0,14,101.6,59,Kansas St.,9.0,Creighton,8.0,69.0,59.0,W,38.0,,,30,38.0,Creighton,BE,32,21,12,0.636,L3,10,8,0.556,16,2,4,7,1,3,4,6,1427,1398,79.27777777777777,77.66666666666667,2756,2444,83.51515151515152,74.06060606060606,985,1982,0.4970000000000001,334,889,0.376,393,526,0.747,16.91,115.5,25,98.6,58,70.8,57,-0.027999999999999997,259,9.4,33,-4.2,292,110.8,21,101.4,54
,,42,323.0,Kansas State,B12,33,25,12,0.6759999999999999,L1,10,8,0.556,14,4,6,5,5,3,3,7,1278,1295,71.0,71.94444444444444,2630,2478,71.08108108108108,66.97297297297297,854,1811,0.47200000000000003,229,666,0.344,451,607,0.743,14.77,110.1,78,95.3,21,65.6,302,0.071,31,9.39,34,-6.5,324,111.0,14,101.6,59,Kansas St.,9.0,Kentucky,5.0,61.0,58.0,W,180.0,,,103,180.0,Iowa State,B12,31,13,18,0.419,L7,4,14,0.222,9,7,0,10,4,1,3,6,1318,1440,73.22222222222223,80.0,2258,2339,72.83870967741936,75.45161290322581,817,1870,0.4370000000000001,234,653,0.358,390,557,0.7,6.58,109.9,81,103.4,143,68.9,130,-0.009000000000000001,200,10.71,14,-3.06,251,110.5,29,99.7,9
,,42,323.0,Kansas State,B12,33,25,12,0.6759999999999999,L1,10,8,0.556,14,4,6,5,5,3,3,7,1278,1295,71.0,71.94444444444444,2630,2478,71.08108108108108,66.97297297297297,854,1811,0.47200000000000003,229,666,0.344,451,607,0.743,14.77,110.1,78,95.3,21,65.6,302,0.071,31,9.39,34,-6.5,324,111.0,14,101.6,59,Kansas St.,9.0,UMBC,16.0,50.0,43.0,W,162.0,,,166,162.0,UMBC,AE,34,25,11,0.6940000000000001,L1,12,4,0.75,15,2,9,7,1,2,1,1,1096,1060,68.5,66.25,2630,2466,73.05555555555556,68.5,886,1993,0.445,346,894,0.387,395,609,0.649,0.5,103.1,206,102.6,124,68.4,170,0.125,2,-4.38,269,-3.55,277,102.7,267,107.1,259
,,42,323.0,Kansas State,B12,33,25,12,0.6759999999999999,L1,10,8,0.556,14,4,6,5,5,3,3,7,1278,1295,71.0,71.94444444444444,2630,2478,71.08108108108108,66.97297297297297,854,1811,0.47200000000000003,229,666,0.344,451,607,0.743,14.77,110.1,78,95.3,21,65.6,302,0.071,31,9.39,34,-6.5,324,111.0,14,101.6,59,Kansas St.,9.0,Loyola (IL),11.0,62.0,78.0,L,157.0,,,31,157.0,Loyola Chicago,MVC,33,32,6,0.8420000000000001,L1,15,3,0.833,14,1,9,4,9,1,4,1,1296,1109,72.0,61.611111111111114,2721,2377,71.60526315789474,62.55263157894736,869,1714,0.507,246,618,0.39799999999999996,406,561,0.7240000000000001,16.39,111.4,63,95.0,17,65.5,307,0.077,22,2.48,99,-5.47,315,104.8,156,102.3,72
,,36,320.0,Texas,B12,33,19,15,0.5589999999999999,L2,8,10,0.444,13,4,4,7,2,4,5,8,1279,1317,71.05555555555556,73.16666666666667,2450,2338,72.05882352941177,68.76470588235293,851,1943,0.43799999999999994,234,742,0.315,431,645,0.6679999999999999,15.43,109.5,89,94.1,12,65.2,316,-0.03,263,11.77,3,2.05,99,111.4,8,99.6,5,Texas,10.0,Nevada,7.0,83.0,87.0,L,69.0,24.0,,25,69.0,Nevada,MWC,34,29,8,0.784,L1,15,3,0.833,14,1,12,3,3,4,1,1,1522,1346,84.55555555555556,74.77777777777777,3055,2703,82.56756756756756,73.05405405405405,963,2056,0.46799999999999997,330,830,0.39799999999999996,569,762,0.747,18.39,120.2,7,101.8,108,69.4,105,-0.026000000000000002,255,5.13,74,3.61,67,107.0,87,101.8,63
,,103,180.0,Iowa State,B12,31,13,18,0.419,L7,4,14,0.222,9,7,0,10,4,1,3,6,1318,1440,73.22222222222223,80.0,2258,2339,72.83870967741936,75.45161290322581,817,1870,0.4370000000000001,234,653,0.358,390,557,0.7,6.58,109.9,81,103.4,143,68.9,130,-0.009000000000000001,200,10.71,14,-3.06,251,110.5,29,99.7,9,Kentucky,5.0,Davidson,12.0,78.0,73.0,W,280.0,,,43,280.0,Davidson,A10,31,21,12,0.636,L1,13,5,0.722,11,2,6,8,4,2,2,4,1356,1161,75.33333333333333,64.5,2519,2240,76.33333333333333,67.87878787878788,856,1763,0.486,336,856,0.39299999999999996,340,428,0.794,14.7,117.0,16,102.3,120,64.5,332,-0.063,318,2.11,104,1.33,121,105.6,116,103.5,91
,,103,180.0,Iowa State,B12,31,13,18,0.419,L7,4,14,0.222,9,7,0,10,4,1,3,6,1318,1440,73.22222222222223,80.0,2258,2339,72.83870967741936,75.45161290322581,817,1870,0.4370000000000001,234,653,0.358,390,557,0.7,6.58,109.9,81,103.4,143,68.9,130,-0.009000000000000001,200,10.71,14,-3.06,251,110.5,29,99.7,9,Kentucky,5.0,Buffalo,13.0,95.0,75.0,W,20.0,,,67,20.0,Buffalo,MAC,34,27,9,0.75,L1,15,3,0.833,14,1,8,5,5,3,1,3,1586,1362,88.11111111111109,75.66666666666667,3047,2742,84.6388888888889,76.16666666666667,1045,2206,0.474,329,887,0.371,464,666,0.6970000000000001,11.53,114.7,34,103.2,135,72.7,16,0.006,158,-0.06,140,3.87,62,105.1,145,105.2,147
