AP19_Rnk,PS19_Rnk,KP19_Rank,TeamID,TS19_Team,KP19_Conference,TS19_GP,STA19_W,STA19_L,STA19_Pct,STA19_Strk,STA19_Conf_W,STA19_Conf_L,STA19_Conf_Pct,STA19_Home_W,STA19_Home_L,STA19_Away_W,STA19_Away_L,STA19_Neutral_W,STA19_Neutral_L,STA_Top25_W,STA_Top25_L,STA_Conf_PF,STA19_Conf_PA,STA19_Conf_PPG,STA19_Conf_PAPG,STA19_PF,STA19_PA,STA19_PPG,STA19_PAPG,TS19_FGM,TS19_FGA,TS19_FG%,TS19_3PM,TS19_3PA,TS19_3P%,TS19_FTM,TS19_FTA,TS19_FT%,KP19_Ajusted Efficiency Margin,KP19_Adjusted Offensive Efficiency,KP19_AOE Rk,KP19_Adjusted Defensive Efficiency,KP19_ADE Rk,KP19_Adjusted Tempo,KP19_AT Rk,KP19_Luck,KP19_Luck Rk,KP19_Strength of Schedule,KP_SOS Rk,KP19_Non-Conference Strength of Schedule,KP19_NCSOS Rk,KP19_Average Opponents Offensive Efficiency,KP19_AOOE Rk,KP19_Average Opponents Defensive Efficiency,KP19_AODE Rk,Team,Seed,Opponent,OppSeed,PF**,PA,WL,OppTeamID,Opp_AP19_Rnk,Opp_PS19_Rnk,Opp_KP19_Rank,Opp_TeamID,Opp_TS19_Team,Opp_KP19_Conference,Opp_TS19_GP,Opp_STA19_W,Opp_STA19_L,Opp_STA19_Pct,Opp_STA19_Strk,Opp_STA19_Conf_W,Opp_STA19_Conf_L,Opp_STA19_Conf_Pct,Opp_STA19_Home_W,Opp_STA19_Home_L,Opp_STA19_Away_W,Opp_STA19_Away_L,Opp_STA19_Neutral_W,Opp_STA19_Neutral_L,Opp_STA19_Top25_W,Opp_STA19_Top25_L,Opp_STA19_Conf_PF,Opp_STA19_Conf_PA,Opp_STA19_Conf_PPG,Opp_STA19_Conf_PAPG,Opp_STA19_PF,Opp_STA19_PA,Opp_STA19_PPG,Opp_STA19_PAPG,Opp_TS19_FGM,Opp_TS19_FGA,Opp_TS19_FG%,Opp_TS19_3PM,Opp_TS19_3PA,Opp_TS19_3P%,Opp_TS19_FTM,Opp_TS19_FTA,Opp_TS19_FT%,Opp_KP19_Ajusted Efficiency Margin,Opp_KP19_Adjusted Offensive Efficiency,Opp_KP19 AOW Rk,Opp_KP19_Adjusted Defensive Efficiency,Opp_KP19_ADE Rk,Opp_KP19_Adjusted Tempo,Opp_KP19_AT Rk,Opp_KP19_Luck,Opp_KP19_Luck_Rk,Opp_KP19_Strength of Schedule,Opp_KP19_SOS Rk,Opp_KP19_Non-Conference Strength of Schedule,Opp_KP19_NCSOS Rk,Opp_KP19_Average Opponents Offensive Efficiency,Opp_KP19_AOOE Rk,Opp_KP19_Average Opponents Defensive Efficiency,Opp_KP19_AODE Rk
,16.0,39,155.0,Syracuse,ACC,33,20,14,0.588,L2,10,8,0.556,13,6,6,4,1,4,3,8,0,0,0.0,0.0,2370,2246,69.70588235294117,66.05882352941177,787,1856,0.424,262,795,0.33,465,683,0.6809999999999999,15.13,110.5,59,95.3,30,66.1,257,-0.004,188,9.4,38,0.17,156,108.6,46,99.2,31,Syracuse,8.0,Baylor,9.0,69.0,78.0,L,298.0,,,35.0,298.0,Baylor,B12,32.0,20.0,14.0,0.588,L1,10.0,8.0,0.556,13.0,5.0,5.0,6.0,2.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,2442.0,2302.0,71.82352941176471,67.70588235294117,816.0,1854.0,0.44,254.0,748.0,0.34,407.0,604.0,0.674,16.48,115.3,20.0,98.8,75.0,65.2,297.0,-0.028999999999999998,255.0,10.49,28.0,-4.04,276.0,108.8,43.0,98.3,18.0
2.0,5.0,1,349.0,Virginia,ACC,32,35,3,0.9209999999999999,W6,16,2,0.889,15,1,10,1,10,1,11,3,0,0,0.0,0.0,2714,2132,71.42105263157895,56.105263157894754,820,1715,0.478,271,663,0.409,388,520,0.746,34.22,123.4,2,89.2,5,59.4,353,0.05,62,11.18,22,-3.24,255,109.2,34,98.1,14,Virginia,1.0,Gardner-Webb,16.0,71.0,56.0,W,289.0,,,163.0,289.0,Gardner-Webb,BSth,34.0,23.0,12.0,0.657,L1,10.0,6.0,0.625,13.0,0.0,8.0,9.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,2718.0,2468.0,77.65714285714286,70.51428571428572,933.0,1912.0,0.488,272.0,696.0,0.391,524.0,737.0,0.711,-0.04,107.8,109.0,107.8,245.0,67.4,189.0,0.07,29.0,-3.55,239.0,-4.07,278.0,103.2,210.0,106.8,248.0
2.0,5.0,1,349.0,Virginia,ACC,32,35,3,0.9209999999999999,W6,16,2,0.889,15,1,10,1,10,1,11,3,0,0,0.0,0.0,2714,2132,71.42105263157895,56.105263157894754,820,1715,0.478,271,663,0.409,388,520,0.746,34.22,123.4,2,89.2,5,59.4,353,0.05,62,11.18,22,-3.24,255,109.2,34,98.1,14,Virginia,1.0,Oklahoma,9.0,63.0,51.0,W,251.0,,,32.0,251.0,Oklahoma,B12,32.0,20.0,14.0,0.588,L1,7.0,11.0,0.389,10.0,4.0,5.0,7.0,5.0,3.0,2.0,7.0,0.0,0.0,0.0,0.0,2423.0,2318.0,71.26470588235293,68.17647058823529,830.0,1864.0,0.445,212.0,619.0,0.342,405.0,586.0,0.691,16.94,111.1,57.0,94.1,23.0,68.6,123.0,0.023,119.0,13.27,3.0,7.44,12.0,110.3,11.0,97.1,2.0
2.0,5.0,1,349.0,Virginia,ACC,32,35,3,0.9209999999999999,W6,16,2,0.889,15,1,10,1,10,1,11,3,0,0,0.0,0.0,2714,2132,71.42105263157895,56.105263157894754,820,1715,0.478,271,663,0.409,388,520,0.746,34.22,123.4,2,89.2,5,59.4,353,0.05,62,11.18,22,-3.24,255,109.2,34,98.1,14,Virginia,1.0,Oregon,12.0,53.0,49.0,W,47.0,,14.0,28.0,47.0,Oregon,P12,35.0,25.0,13.0,0.6579999999999999,L1,10.0,8.0,0.556,13.0,4.0,5.0,7.0,7.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2661.0,2364.0,70.02631578947367,62.21052631578947,886.0,1971.0,0.45,266.0,775.0,0.34299999999999997,429.0,597.0,0.7190000000000001,17.86,109.5,74.0,91.7,13.0,64.2,328.0,-0.048,292.0,5.47,66.0,0.43,145.0,107.7,59.0,102.3,78.0
2.0,5.0,1,349.0,Virginia,ACC,32,35,3,0.9209999999999999,W6,16,2,0.889,15,1,10,1,10,1,11,3,0,0,0.0,0.0,2714,2132,71.42105263157895,56.105263157894754,820,1715,0.478,271,663,0.409,388,520,0.746,34.22,123.4,2,89.2,5,59.4,353,0.05,62,11.18,22,-3.24,255,109.2,34,98.1,14,Virginia,1.0,Purdue,3.0,80.0,75.0,W,203.0,13.0,24.0,9.0,203.0,Purdue,B10,32.0,26.0,10.0,0.722,L1,16.0,4.0,0.8,15.0,0.0,6.0,6.0,5.0,4.0,6.0,6.0,0.0,0.0,0.0,0.0,2760.0,2421.0,76.66666666666667,67.25,857.0,1920.0,0.446,311.0,854.0,0.364,413.0,564.0,0.732,26.81,122.5,4.0,95.6,34.0,65.9,268.0,-0.015,224.0,13.16,4.0,4.09,55.0,110.3,13.0,97.1,3.0
2.0,5.0,1,349.0,Virginia,ACC,32,35,3,0.9209999999999999,W6,16,2,0.889,15,1,10,1,10,1,11,3,0,0,0.0,0.0,2714,2132,71.42105263157895,56.105263157894754,820,1715,0.478,271,663,0.409,388,520,0.746,34.22,123.4,2,89.2,5,59.4,353,0.05,62,11.18,22,-3.24,255,109.2,34,98.1,14,Virginia,1.0,Auburn,5.0,63.0,62.0,W,129.0,14.0,11.0,11.0,129.0,Auburn,SEC,34.0,30.0,10.0,0.75,L1,11.0,7.0,0.611,15.0,2.0,4.0,6.0,11.0,2.0,6.0,6.0,0.0,0.0,0.0,0.0,3188.0,2750.0,79.7,68.75,930.0,2071.0,0.449,381.0,1012.0,0.376,460.0,648.0,0.71,25.0,120.9,6.0,95.9,36.0,67.9,155.0,0.008,162.0,12.23,11.0,2.63,96.0,110.7,3.0,98.5,20.0
2.0,5.0,1,349.0,Virginia,ACC,32,35,3,0.9209999999999999,W6,16,2,0.889,15,1,10,1,10,1,11,3,0,0,0.0,0.0,2714,2132,71.42105263157895,56.105263157894754,820,1715,0.478,271,663,0.409,388,520,0.746,34.22,123.4,2,89.2,5,59.4,353,0.05,62,11.18,22,-3.24,255,109.2,34,98.1,14,Virginia,1.0,Texas Tech,3.0,85.0,77.0,W,242.0,9.0,,5.0,242.0,Texas Tech,B12,32.0,31.0,7.0,0.816,L1,14.0,4.0,0.778,17.0,1.0,6.0,3.0,8.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,2765.0,2261.0,72.76315789473685,59.5,837.0,1775.0,0.47200000000000003,232.0,631.0,0.368,433.0,595.0,0.728,30.03,114.1,25.0,84.1,1.0,66.6,231.0,0.004,171.0,11.18,21.0,-5.39,307.0,109.8,19.0,98.7,22.0
,,58,198.0,Liberty,ASun,34,29,7,0.8059999999999999,L1,14,2,0.875,16,1,11,3,2,3,0,1,0,0,0.0,0.0,2654,2209,73.72222222222223,61.361111111111114,921,1878,0.49,300,817,0.3670000000000001,374,485,0.7709999999999999,11.54,111.1,54,99.6,87,62.3,349,0.009000000000000001,158,-3.27,230,-3.2,252,102.5,245,105.8,203,Liberty,12.0,Mississippi St.,5.0,80.0,76.0,W,230.0,,18.0,21.0,230.0,Mississippi State,SEC,33.0,23.0,11.0,0.6759999999999999,L2,10.0,8.0,0.556,14.0,3.0,5.0,5.0,4.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,2628.0,2394.0,77.29411764705883,70.41176470588233,911.0,1930.0,0.47200000000000003,284.0,752.0,0.37799999999999995,446.0,624.0,0.715,20.04,117.7,13.0,97.6,61.0,67.8,161.0,-0.038,270.0,10.09,34.0,2.22,100.0,110.1,17.0,100.0,44.0
,,58,198.0,Liberty,ASun,34,29,7,0.8059999999999999,L1,14,2,0.875,16,1,11,3,2,3,0,1,0,0,0.0,0.0,2654,2209,73.72222222222223,61.361111111111114,921,1878,0.49,300,817,0.3670000000000001,374,485,0.7709999999999999,11.54,111.1,54,99.6,87,62.3,349,0.009000000000000001,158,-3.27,230,-3.2,252,102.5,245,105.8,203,Liberty,12.0,Virginia Tech,4.0,58.0,67.0,L,182.0,16.0,15.0,13.0,182.0,Virginia Tech,ACC,32.0,26.0,9.0,0.743,L1,12.0,6.0,0.667,14.0,2.0,5.0,5.0,7.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,2574.0,2172.0,73.54285714285714,62.05714285714286,824.0,1733.0,0.475,307.0,779.0,0.39399999999999996,413.0,545.0,0.758,24.07,118.1,11.0,94.0,20.0,63.7,334.0,-0.005,195.0,8.47,47.0,-6.26,325.0,108.3,49.0,99.9,42.0
24.0,,15,180.0,Iowa State,B12,34,23,12,0.657,L1,9,9,0.5,12,4,5,6,6,2,6,3,0,0,0.0,0.0,2692,2385,76.91428571428571,68.14285714285714,951,1994,0.47700000000000004,288,789,0.365,443,605,0.732,22.09,118.9,9,96.8,47,67.7,171,-0.063,316,10.78,23,-1.56,206,109.3,29,98.5,21,Iowa St.,6.0,Ohio St.,11.0,59.0,62.0,L,163.0,,,44.0,163.0,Ohio State,B10,33.0,20.0,15.0,0.5710000000000001,L1,8.0,12.0,0.4,12.0,6.0,4.0,7.0,4.0,2.0,2.0,9.0,0.0,0.0,0.0,0.0,2419.0,2318.0,69.11428571428571,66.22857142857143,797.0,1824.0,0.4370000000000001,249.0,725.0,0.34299999999999997,455.0,620.0,0.7340000000000001,14.66,109.1,84.0,94.4,25.0,65.8,274.0,0.013000000000000001,147.0,11.68,17.0,-2.95,246.0,110.4,8.0,98.8,24.0
17.0,1.0,17,169.0,Kansas,B12,34,26,10,0.722,L1,12,6,0.667,17,0,3,8,6,2,8,4,0,0,0.0,0.0,2725,2525,75.69444444444444,70.1388888888889,928,2008,0.462,246,702,0.35,461,661,0.6970000000000001,21.57,113.9,27,92.3,17,70.1,66,0.076,26,14.13,1,10.36,4,111.8,1,97.7,8,Kansas,4.0,Northeastern,13.0,87.0,53.0,W,88.0,,,89.0,88.0,Northeastern,CAA,33.0,23.0,11.0,0.6759999999999999,L1,14.0,4.0,0.778,11.0,2.0,8.0,6.0,4.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,2564.0,2406.0,75.41176470588233,70.76470588235293,864.0,1791.0,0.48200000000000004,322.0,830.0,0.38799999999999996,461.0,614.0,0.7509999999999999,7.59,111.0,58.0,103.4,151.0,66.2,253.0,0.05,61.0,-0.63,157.0,6.45,23.0,106.3,78.0,106.9,259.0
17.0,1.0,17,169.0,Kansas,B12,34,26,10,0.722,L1,12,6,0.667,17,0,3,8,6,2,8,4,0,0,0.0,0.0,2725,2525,75.69444444444444,70.1388888888889,928,2008,0.462,246,702,0.35,461,661,0.6970000000000001,21.57,113.9,27,92.3,17,70.1,66,0.076,26,14.13,1,10.36,4,111.8,1,97.7,8,Kansas,4.0,Auburn,5.0,75.0,89.0,L,129.0,14.0,11.0,11.0,129.0,Auburn,SEC,34.0,30.0,10.0,0.75,L1,11.0,7.0,0.611,15.0,2.0,4.0,6.0,11.0,2.0,6.0,6.0,0.0,0.0,0.0,0.0,3188.0,2750.0,79.7,68.75,930.0,2071.0,0.449,381.0,1012.0,0.376,460.0,648.0,0.71,25.0,120.9,6.0,95.9,36.0,67.9,155.0,0.008,162.0,12.23,11.0,2.63,96.0,110.7,3.0,98.5,20.0
9.0,,5,242.0,Texas Tech,B12,32,31,7,0.816,L1,14,4,0.778,17,1,6,3,8,3,6,3,0,0,0.0,0.0,2765,2261,72.76315789473685,59.5,837,1775,0.47200000000000003,232,631,0.368,433,595,0.728,30.03,114.1,25,84.1,1,66.6,231,0.004,171,11.18,21,-5.39,307,109.8,19,98.7,22,Texas Tech,3.0,Michigan,2.0,63.0,44.0,W,160.0,8.0,19.0,6.0,160.0,Michigan,B10,33.0,30.0,7.0,0.8109999999999999,L1,15.0,5.0,0.75,17.0,1.0,7.0,4.0,6.0,2.0,7.0,4.0,0.0,0.0,0.0,0.0,2575.0,2158.0,69.5945945945946,58.32432432432432,855.0,1894.0,0.451,266.0,757.0,0.35100000000000003,357.0,514.0,0.695,28.32,114.5,24.0,86.2,2.0,64.8,317.0,-0.001,181.0,11.27,20.0,-5.42,309.0,109.2,35.0,98.0,12.0
9.0,,5,242.0,Texas Tech,B12,32,31,7,0.816,L1,14,4,0.778,17,1,6,3,8,3,6,3,0,0,0.0,0.0,2765,2261,72.76315789473685,59.5,837,1775,0.47200000000000003,232,631,0.368,433,595,0.728,30.03,114.1,25,84.1,1,66.6,231,0.004,171,11.18,21,-5.39,307,109.8,19,98.7,22,Texas Tech,3.0,Gonzaga,1.0,75.0,69.0,W,1.0,4.0,3.0,2.0,1.0,Gonzaga,WCC,33.0,33.0,4.0,0.892,L1,16.0,0.0,1.0,17.0,0.0,9.0,1.0,7.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,3243.0,2400.0,87.64864864864866,64.86486486486487,1062.0,1997.0,0.532,257.0,704.0,0.365,551.0,718.0,0.767,32.85,124.5,1.0,91.6,12.0,70.2,62.0,-0.001,180.0,4.46,75.0,1.87,105.0,106.9,69.0,102.5,87.0
9.0,,5,242.0,Texas Tech,B12,32,31,7,0.816,L1,14,4,0.778,17,1,6,3,8,3,6,3,0,0,0.0,0.0,2765,2261,72.76315789473685,59.5,837,1775,0.47200000000000003,232,631,0.368,433,595,0.728,30.03,114.1,25,84.1,1,66.6,231,0.004,171,11.18,21,-5.39,307,109.8,19,98.7,22,Texas Tech,3.0,Michigan St.,2.0,61.0,51.0,W,78.0,5.0,10.0,3.0,78.0,Michigan State,B10,33.0,32.0,7.0,0.821,L1,16.0,4.0,0.8,15.0,1.0,8.0,4.0,9.0,2.0,12.0,2.0,0.0,0.0,0.0,0.0,3025.0,2534.0,77.56410256410257,64.97435897435898,922.0,1889.0,0.488,273.0,712.0,0.38299999999999995,498.0,664.0,0.75,30.81,121.0,5.0,90.2,9.0,66.9,211.0,0.001,177.0,13.67,2.0,3.24,82.0,110.6,7.0,96.9,1.0
9.0,,5,242.0,Texas Tech,B12,32,31,7,0.816,L1,14,4,0.778,17,1,6,3,8,3,6,3,0,0,0.0,0.0,2765,2261,72.76315789473685,59.5,837,1775,0.47200000000000003,232,631,0.368,433,595,0.728,30.03,114.1,25,84.1,1,66.6,231,0.004,171,11.18,21,-5.39,307,109.8,19,98.7,22,Texas Tech,3.0,Virginia,1.0,77.0,85.0,L,349.0,2.0,5.0,1.0,349.0,Virginia,ACC,32.0,35.0,3.0,0.9209999999999999,W6,16.0,2.0,0.889,15.0,1.0,10.0,1.0,10.0,1.0,11.0,3.0,0.0,0.0,0.0,0.0,2714.0,2132.0,71.42105263157895,56.105263157894754,820.0,1715.0,0.478,271.0,663.0,0.409,388.0,520.0,0.746,34.22,123.4,2.0,89.2,5.0,59.4,353.0,0.05,62.0,11.18,22.0,-3.24,255.0,109.2,34.0,98.1,14.0
9.0,,5,242.0,Texas Tech,B12,32,31,7,0.816,L1,14,4,0.778,17,1,6,3,8,3,6,3,0,0,0.0,0.0,2765,2261,72.76315789473685,59.5,837,1775,0.47200000000000003,232,631,0.368,433,595,0.728,30.03,114.1,25,84.1,1,66.6,231,0.004,171,11.18,21,-5.39,307,109.8,19,98.7,22,Texas Tech,3.0,Northern Ky.,14.0,72.0,57.0,W,41.0,,,96.0,41.0,Northern Kentucky,Horz,34.0,26.0,9.0,0.743,L1,13.0,5.0,0.722,17.0,1.0,7.0,7.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2747.0,2410.0,78.48571428571428,68.85714285714286,956.0,1986.0,0.48100000000000004,301.0,823.0,0.366,477.0,717.0,0.665,7.14,109.4,76.0,102.3,130.0,68.2,143.0,-0.001,182.0,-3.37,234.0,-2.57,235.0,103.6,186.0,107.0,262.0
9.0,,5,242.0,Texas Tech,B12,32,31,7,0.816,L1,14,4,0.778,17,1,6,3,8,3,6,3,0,0,0.0,0.0,2765,2261,72.76315789473685,59.5,837,1775,0.47200000000000003,232,631,0.368,433,595,0.728,30.03,114.1,25,84.1,1,66.6,231,0.004,171,11.18,21,-5.39,307,109.8,19,98.7,22,Texas Tech,3.0,Buffalo,6.0,78.0,58.0,W,20.0,15.0,,22.0,20.0,Buffalo,MAC,34.0,32.0,4.0,0.889,L1,16.0,2.0,0.889,14.0,0.0,12.0,3.0,6.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3037.0,2550.0,84.3611111111111,70.83333333333333,1033.0,2234.0,0.462,325.0,969.0,0.335,497.0,719.0,0.691,19.85,115.2,21.0,95.4,31.0,73.6,11.0,0.055999999999999994,50.0,3.14,89.0,1.15,121.0,105.5,100.0,102.4,82.0
,,35,298.0,Baylor,B12,32,20,14,0.588,L1,10,8,0.556,13,5,5,6,2,3,3,5,0,0,0.0,0.0,2442,2302,71.82352941176471,67.70588235294117,816,1854,0.44,254,748,0.34,407,604,0.674,16.48,115.3,20,98.8,75,65.2,297,-0.028999999999999998,255,10.49,28,-4.04,276,108.8,43,98.3,18,Baylor,9.0,Syracuse,8.0,78.0,69.0,W,155.0,,16.0,39.0,155.0,Syracuse,ACC,33.0,20.0,14.0,0.588,L2,10.0,8.0,0.556,13.0,6.0,6.0,4.0,1.0,4.0,3.0,8.0,0.0,0.0,0.0,0.0,2370.0,2246.0,69.70588235294117,66.05882352941177,787.0,1856.0,0.424,262.0,795.0,0.33,465.0,683.0,0.6809999999999999,15.13,110.5,59.0,95.3,30.0,66.1,257.0,-0.004,188.0,9.4,38.0,0.17,156.0,108.6,46.0,99.2,31.0
,,35,298.0,Baylor,B12,32,20,14,0.588,L1,10,8,0.556,13,5,5,6,2,3,3,5,0,0,0.0,0.0,2442,2302,71.82352941176471,67.70588235294117,816,1854,0.44,254,748,0.34,407,604,0.674,16.48,115.3,20,98.8,75,65.2,297,-0.028999999999999998,255,10.49,28,-4.04,276,108.8,43,98.3,18,Baylor,9.0,Gonzaga,1.0,71.0,83.0,L,1.0,4.0,3.0,2.0,1.0,Gonzaga,WCC,33.0,33.0,4.0,0.892,L1,16.0,0.0,1.0,17.0,0.0,9.0,1.0,7.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,3243.0,2400.0,87.64864864864866,64.86486486486487,1062.0,1997.0,0.532,257.0,704.0,0.365,551.0,718.0,0.767,32.85,124.5,1.0,91.6,12.0,70.2,62.0,-0.001,180.0,4.46,75.0,1.87,105.0,106.9,69.0,102.5,87.0
,,32,251.0,Oklahoma,B12,32,20,14,0.588,L1,7,11,0.389,10,4,5,7,5,3,2,7,0,0,0.0,0.0,2423,2318,71.26470588235293,68.17647058823529,830,1864,0.445,212,619,0.342,405,586,0.691,16.94,111.1,57,94.1,23,68.6,123,0.023,119,13.27,3,7.44,12,110.3,11,97.1,2,Oklahoma,9.0,Ole Miss,8.0,95.0,72.0,W,306.0,,,50.0,306.0,Ole Miss,SEC,32.0,20.0,13.0,0.606,L2,10.0,8.0,0.556,11.0,5.0,6.0,5.0,3.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,2485.0,2347.0,75.3030303030303,71.12121212121212,847.0,1844.0,0.45899999999999996,261.0,729.0,0.358,458.0,585.0,0.7829999999999999,13.98,113.2,33.0,99.2,80.0,68.5,131.0,-0.006999999999999999,203.0,8.69,43.0,-1.11,191.0,109.1,38.0,100.4,49.0
,,32,251.0,Oklahoma,B12,32,20,14,0.588,L1,7,11,0.389,10,4,5,7,5,3,2,7,0,0,0.0,0.0,2423,2318,71.26470588235293,68.17647058823529,830,1864,0.445,212,619,0.342,405,586,0.691,16.94,111.1,57,94.1,23,68.6,123,0.023,119,13.27,3,7.44,12,110.3,11,97.1,2,Oklahoma,9.0,Virginia,1.0,51.0,63.0,L,349.0,2.0,5.0,1.0,349.0,Virginia,ACC,32.0,35.0,3.0,0.9209999999999999,W6,16.0,2.0,0.889,15.0,1.0,10.0,1.0,10.0,1.0,11.0,3.0,0.0,0.0,0.0,0.0,2714.0,2132.0,71.42105263157895,56.105263157894754,820.0,1715.0,0.478,271.0,663.0,0.409,388.0,520.0,0.746,34.22,123.4,2.0,89.2,5.0,59.4,353.0,0.05,62.0,11.18,22.0,-3.24,255.0,109.2,34.0,98.1,14.0
18.0,12.0,20,323.0,Kansas State,B12,33,25,9,0.735,L2,14,4,0.778,14,2,7,5,4,2,4,3,0,0,0.0,0.0,2236,2025,65.76470588235293,59.55882352941178,784,1819,0.431,233,694,0.336,371,559,0.664,20.06,108.4,98,88.4,3,63.4,339,0.049,65,10.22,32,-0.96,186,109.3,31,99.1,29,Kansas St.,4.0,UC Irvine,13.0,64.0,70.0,L,85.0,,,73.0,85.0,UC Irvine,BW,35.0,31.0,6.0,0.838,L1,15.0,1.0,0.938,12.0,2.0,13.0,2.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2675.0,2353.0,72.29729729729729,63.59459459459461,945.0,2058.0,0.45899999999999996,238.0,660.0,0.361,423.0,608.0,0.696,9.16,107.4,118.0,98.2,65.0,65.3,293.0,0.11,8.0,-3.28,231.0,1.25,117.0,102.5,243.0,105.8,204.0
,,33,33.0,Marquette,BE,33,24,10,0.706,L2,12,6,0.667,16,3,6,4,2,3,4,1,0,0,0.0,0.0,2629,2363,77.32352941176471,69.5,869,1895,0.45899999999999996,311,791,0.39299999999999996,516,680,0.759,16.52,113.2,32,96.7,45,68.8,116,0.01,154,6.77,57,0.29,151,107.4,63,100.7,51,Marquette,5.0,Murray St.,12.0,64.0,83.0,L,72.0,,,51.0,72.0,Murray State,OVC,31.0,28.0,5.0,0.848,L1,16.0,2.0,0.889,15.0,1.0,10.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2727.0,2255.0,82.63636363636364,68.33333333333333,938.0,1890.0,0.496,242.0,695.0,0.348,464.0,629.0,0.738,13.83,112.5,41.0,98.6,73.0,69.4,89.0,0.054000000000000006,54.0,-3.32,233.0,-1.13,192.0,103.1,222.0,106.4,228.0
,,88,59.0,St. John's,BE,33,21,13,0.618,L2,8,10,0.444,13,4,4,7,4,2,3,2,0,0,0.0,0.0,2623,2542,77.1470588235294,74.76470588235293,922,2031,0.45399999999999996,281,778,0.361,433,597,0.725,7.61,108.6,92,101.0,106,70.8,46,0.06,44,5.0,68,-6.49,330,106.9,70,101.9,71,St. John's (NY),11.0,Arizona St.,11.0,65.0,74.0,L,235.0,,,57.0,235.0,Arizona State,P12,32.0,23.0,11.0,0.6759999999999999,L1,12.0,6.0,0.667,13.0,3.0,6.0,5.0,4.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,2638.0,2494.0,77.58823529411767,73.3529411764706,851.0,1903.0,0.447,232.0,680.0,0.341,556.0,829.0,0.6709999999999999,11.55,109.7,73.0,98.2,64.0,70.8,47.0,0.051,59.0,5.56,65.0,1.55,112.0,107.3,64.0,101.7,66.0
23.0,9.0,30,208.0,Villanova,BE,34,26,10,0.722,L1,13,5,0.722,13,2,5,7,8,1,3,4,0,0,0.0,0.0,2654,2425,73.72222222222223,67.3611111111111,840,1912,0.439,361,1023,0.353,491,675,0.727,17.33,116.5,16,99.2,81,63.6,335,0.044000000000000004,73,8.0,51,3.32,78,108.8,44,100.8,55,Villanova,6.0,Purdue,3.0,61.0,87.0,L,203.0,13.0,24.0,9.0,203.0,Purdue,B10,32.0,26.0,10.0,0.722,L1,16.0,4.0,0.8,15.0,0.0,6.0,6.0,5.0,4.0,6.0,6.0,0.0,0.0,0.0,0.0,2760.0,2421.0,76.66666666666667,67.25,857.0,1920.0,0.446,311.0,854.0,0.364,413.0,564.0,0.732,26.81,122.5,4.0,95.6,34.0,65.9,268.0,-0.015,224.0,13.16,4.0,4.09,55.0,110.3,13.0,97.1,3.0
23.0,9.0,30,208.0,Villanova,BE,34,26,10,0.722,L1,13,5,0.722,13,2,5,7,8,1,3,4,0,0,0.0,0.0,2654,2425,73.72222222222223,67.3611111111111,840,1912,0.439,361,1023,0.353,491,675,0.727,17.33,116.5,16,99.2,81,63.6,335,0.044000000000000004,73,8.0,51,3.32,78,108.8,44,100.8,55,Villanova,6.0,Saint Mary's (CA),11.0,61.0,57.0,W,18.0,,,31.0,18.0,Saint Mary's,WCC,33.0,22.0,12.0,0.647,L1,11.0,5.0,0.688,14.0,3.0,5.0,5.0,3.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,2463.0,2185.0,72.44117647058823,64.26470588235293,876.0,1850.0,0.474,245.0,648.0,0.37799999999999995,409.0,549.0,0.745,17.31,114.7,23.0,97.4,55.0,62.7,348.0,-0.045,285.0,3.66,82.0,-0.9,183.0,106.6,76.0,103.0,100.0
,,60,117.0,Seton Hall,BE,33,20,14,0.588,L2,9,9,0.5,11,4,3,8,6,2,4,4,0,0,0.0,0.0,2508,2443,73.76470588235293,71.8529411764706,863,1959,0.441,231,714,0.324,483,682,0.708,11.5,109.0,87,97.5,60,69.1,100,0.023,120,8.54,44,3.58,68,109.2,36,100.7,52,Seton Hall,10.0,Wofford,7.0,68.0,84.0,L,103.0,19.0,,18.0,103.0,Wofford,SC,33.0,30.0,5.0,0.857,L1,18.0,0.0,1.0,15.0,1.0,11.0,3.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,2879.0,2295.0,95.96666666666668,65.57142857142857,997.0,2022.0,0.493,364.0,874.0,0.41600000000000004,381.0,545.0,0.6990000000000001,20.69,118.1,10.0,97.4,56.0,65.7,278.0,0.046,68.0,1.82,97.0,8.37,6.0,106.0,83.0,104.2,144.0
