AP19_Rnk,PS19_Rnk,KP19_Rank,TeamID,TS19_Team,KP19_Conference,TS19_GP,STA19_W,STA19_L,STA19_Pct,STA19_Strk,STA19_Conf_W,STA19_Conf_L,STA19_Conf_Pct,STA19_Home_W,STA19_Home_L,STA19_Away_W,STA19_Away_L,STA19_Neutral_W,STA19_Neutral_L,STA19_Top25_W,STA19_Top25_L,STA19_Conf_PF,STA19_Conf_PA,STA19_Conf_PPG,STA19_Conf_PAPG,STA19_PF,STA19_PA,STA19_PPG,STA19_PAPG,TS19_FGM,TS19_FGA,TS19_FG%,TS19_3PM,TS19_3PA,TS19_3P%,TS19_FTM,TS19_FTA,TS19_FT%,KP19_Ajusted Efficiency Margin,KP19_Adjusted Offensive Efficiency,KP19_AOE Rk,KP19_Adjusted Defensive Efficiency,KP19_ADE Rk,KP19_Adjusted Tempo,KP19_AT Rk,KP19_Luck,KP19_Luck Rk,KP19_Strength of Schedule,KP19_SOS Rk,KP19_Non-Conference Strength of Schedule,KP19_NCSOS Rk,KP19_Average Opponents Offensive Efficiency,KP19_AOOE Rk,KP19_Average Opponents Defensive Efficiency,KP19_AODE Rk
,,173,262.0,Duquesne,A10,32,19,13,0.594,L3,10,8,0.556,14,5,4,6,1,2,0,0,0,0,0.0,0.0,2351,2314,73.46875,72.3125,810,1894,0.428,271,841,0.322,460,663,0.6940000000000001,-0.9,104.6,171,105.5,190,69.8,73,0.055,53,-2.8,216,-7.26,334,101.8,278,104.6,164
,,62,26.0,Dayton,A10,32,21,12,0.636,L2,13,5,0.722,13,4,7,4,1,4,0,3,0,0,0.0,0.0,2406,2183,72.9090909090909,66.15151515151516,872,1734,0.503,200,599,0.334,389,564,0.69,11.27,112.1,43,100.8,103,64.7,322,-0.047,289,1.24,108,1.49,114,104.4,153,103.1,103
,,85,280.0,Davidson,A10,33,24,10,0.706,L2,14,4,0.778,14,2,7,5,3,3,0,2,0,0,0.0,0.0,2409,2229,70.8529411764706,65.55882352941177,822,1834,0.448,300,856,0.35,384,514,0.747,7.78,108.2,102,100.4,98,64.7,319,0.054000000000000006,55,0.66,123,2.06,101,104.6,142,103.9,128
,,189,223.0,Saint Joseph's,A10,33,14,19,0.424,L1,6,12,0.333,10,6,2,10,2,3,0,1,0,0,0.0,0.0,2328,2397,70.54545454545455,72.63636363636364,793,1943,0.408,280,869,0.322,462,615,0.7509999999999999,-1.89,105.4,159,107.2,231,68.5,127,-0.012,219,0.48,127,0.44,143,103.2,212,102.7,92
,,203,106.0,Richmond,A10,33,13,20,0.394,L1,6,12,0.333,7,10,4,7,2,3,0,0,0,0,0.0,0.0,2314,2333,70.12121212121212,70.6969696969697,849,1800,0.472,251,723,0.34700000000000003,365,552,0.6609999999999999,-3.31,107.0,125,110.3,287,65.9,266,-0.08800000000000001,338,-2.99,220,-7.82,338,101.3,292,104.3,148
,,156,236.0,George Mason,A10,33,18,15,0.545,L1,11,7,0.611,11,6,6,6,1,3,0,0,0,0,0.0,0.0,2314,2289,70.12121212121212,69.36363636363636,825,1855,0.445,210,637,0.33,454,634,0.716,0.56,104.6,173,104.0,157,67.7,167,0.023,121,-1.58,180,-3.39,258,102.3,265,103.8,125
,,142,227.0,Rhode Island,A10,33,18,15,0.545,L1,9,9,0.5,9,5,4,8,5,2,0,0,0,0,0.0,0.0,2293,2239,69.48484848484848,67.84848484848484,821,1914,0.429,172,615,0.28,479,704,0.68,2.44,103.8,185,101.4,112,67.5,180,0.018000000000000002,136,0.51,124,-2.15,225,103.1,216,102.6,89
,,106,186.0,Saint Louis,A10,34,23,13,0.639,L1,10,8,0.556,15,2,4,8,4,3,0,3,0,0,0.0,0.0,2399,2297,66.6388888888889,63.80555555555557,814,1941,0.419,197,630,0.313,467,778,0.6,6.02,102.2,214,96.2,40,66.4,239,0.044,74,0.49,126,-1.44,200,104.4,150,103.9,129
,,42,187.0,VCU,A10,32,25,8,0.758,L2,16,2,0.889,16,1,8,4,1,3,0,1,0,0,0.0,0.0,2344,2044,71.03030303030303,61.93939393939394,801,1811,0.442,229,745,0.307,455,652,0.698,14.89,104.3,177,89.5,7,68.4,136,0.006999999999999999,164,1.37,105,3.6,67,105.2,120,103.8,123
,,236,231.0,UMass,A10,32,11,21,0.344,L2,4,14,0.222,9,8,1,11,1,2,0,1,0,0,0.0,0.0,2263,2354,70.71875,73.5625,808,1831,0.441,256,732,0.35,391,574,0.6809999999999999,-6.29,102.9,203,109.2,265,67.3,191,-0.061,310,-1.88,189,-4.87,296,102.8,234,104.7,167
,,121,261.0,St. Bonaventure,A10,33,18,16,0.529,L1,12,6,0.667,9,5,6,7,3,4,0,1,0,0,0.0,0.0,2250,2145,66.17647058823529,63.08823529411765,802,1858,0.4320000000000001,201,616,0.326,392,529,0.741,4.92,102.1,218,97.2,50,64.0,330,-0.044,284,-0.36,148,-1.25,196,103.4,200,103.8,121
,,260,338.0,Fordham,A10,32,12,20,0.375,L2,3,15,0.16699999999999998,9,10,3,8,0,2,0,0,0,0,0.0,0.0,2108,2141,65.875,66.90625,759,1890,0.402,276,831,0.332,314,462,0.68,-8.0,96.7,306,104.7,168,65.2,304,-0.075,329,-4.76,268,-11.88,351,101.1,299,105.9,207
,,293,282.0,George Washington,A10,33,9,24,0.273,L1,4,14,0.222,6,11,2,10,1,3,0,2,0,0,0.0,0.0,2097,2356,63.54545454545455,71.39393939393939,745,1842,0.404,196,631,0.311,411,600,0.685,-10.81,95.4,321,106.2,211,67.2,197,-0.009000000000000001,208,-0.58,154,-2.14,224,102.9,229,103.5,110
,,228,297.0,La Salle,A10,31,10,21,0.32299999999999995,L1,8,10,0.444,5,9,3,8,2,4,0,1,0,0,0.0,0.0,2091,2243,67.45161290322581,72.35483870967742,719,1798,0.4,259,783,0.331,394,512,0.77,-5.39,100.0,257,105.4,189,68.9,108,-0.04,274,-0.24,146,0.3,150,103.6,188,103.8,124
3.0,8.0,7,281.0,North Carolina,ACC,33,29,7,0.8059999999999999,L1,16,2,0.889,14,2,11,1,4,4,8,5,0,0,0.0,0.0,3089,2636,85.80555555555556,73.22222222222223,1023,2207,0.464,289,791,0.365,505,681,0.742,27.69,119.7,8,92.0,15,74.3,6,0.024,116,12.6,8,5.69,28,110.7,2,98.1,15
1.0,4.0,4,27.0,Duke,ACC,34,32,6,0.8420000000000001,L1,14,4,0.778,15,2,7,2,10,2,10,5,0,0,0.0,0.0,3143,2576,82.71052631578948,67.78947368421052,1037,2173,0.477,247,818,0.302,518,751,0.69,30.62,120.0,7,89.3,6,72.1,20,0.018000000000000002,134,12.85,7,5.08,40,110.7,4,97.8,11
,,41,104.0,NC State,ACC,33,24,12,0.667,L1,9,9,0.5,17,5,4,6,3,1,1,9,0,0,0.0,0.0,2882,2568,80.05555555555556,71.33333333333333,964,2107,0.458,269,761,0.353,430,605,0.711,14.98,113.1,34,98.1,62,71.0,39,-0.004,190,5.84,62,-12.35,353,106.8,72,101.0,60
10.0,17.0,14,193.0,Florida State,ACC,34,29,8,0.784,L1,13,5,0.722,15,1,6,4,8,3,6,5,0,0,0.0,0.0,2771,2485,74.89189189189189,67.16216216216216,879,1984,0.443,255,760,0.336,534,721,0.741,22.39,112.8,36,90.4,10,68.6,121,0.046,70,10.46,30,0.93,128,109.8,20,99.3,33
,,23,134.0,Louisville,ACC,33,20,14,0.588,L2,10,8,0.556,14,4,5,6,1,4,4,8,0,0,0.0,0.0,2536,2324,74.58823529411767,68.35294117647061,828,1908,0.434,285,834,0.342,519,670,0.775,19.35,113.7,28,94.4,24,67.2,199,-0.06,309,11.95,16,5.36,32,110.4,10,98.4,19
16.0,15.0,13,182.0,Virginia Tech,ACC,32,26,9,0.743,L1,12,6,0.667,14,2,5,5,7,2,3,7,0,0,0.0,0.0,2574,2172,73.54285714285714,62.05714285714286,824,1733,0.475,307,779,0.394,413,545,0.758,24.07,118.1,11,94.0,20,63.7,334,-0.005,195,8.47,47,-6.26,325,108.3,49,99.9,42
,,101,274.0,Pittsburgh,ACC,33,14,19,0.424,L1,3,15,0.16699999999999998,11,7,0,11,3,1,1,7,0,0,0.0,0.0,2306,2267,69.87878787878788,68.6969696969697,769,1841,0.418,225,680,0.331,543,779,0.6970000000000001,6.35,104.9,168,98.5,70,67.0,206,-0.094,340,6.77,56,-9.1,344,107.7,58,101.0,59
,16.0,39,155.0,Syracuse,ACC,33,20,14,0.588,L2,10,8,0.556,13,6,6,4,1,4,3,8,0,0,0.0,0.0,2370,2246,69.70588235294117,66.05882352941177,787,1856,0.424,262,795,0.33,465,683,0.6809999999999999,15.13,110.5,59,95.3,30,66.1,257,-0.004,188,9.4,38,0.17,156,108.6,46,99.2,31
2.0,5.0,1,349.0,Virginia,ACC,32,35,3,0.921,W6,16,2,0.889,15,1,10,1,10,1,11,3,0,0,0.0,0.0,2714,2132,71.42105263157895,56.105263157894754,820,1715,0.478,271,663,0.409,388,520,0.746,34.22,123.4,2,89.2,5,59.4,353,0.05,62,11.18,22,-3.24,255,109.2,34,98.1,14
,,75,256.0,Miami,ACC,32,14,18,0.438,L1,5,13,0.278,11,5,0,10,3,3,0,9,0,0,0.0,0.0,2297,2275,71.78125,71.09375,805,1851,0.435,268,805,0.333,419,570,0.735,9.03,109.9,68,100.8,104,67.0,208,-0.07200000000000001,327,8.03,50,-3.5,261,108.1,54,100.1,45
,,97,196.0,Notre Dame,ACC,33,14,19,0.424,L1,3,15,0.16699999999999998,11,8,1,9,2,2,0,8,0,0,0.0,0.0,2266,2276,68.66666666666667,68.96969696969697,776,1973,0.393,272,863,0.315,442,594,0.7440000000000001,6.95,108.0,105,101.1,107,65.2,298,-0.055,302,7.73,54,-5.59,315,108.0,55,100.3,48
,22.0,36,299.0,Clemson,ACC,32,20,14,0.588,L1,9,9,0.5,14,5,4,6,2,3,1,7,0,0,0.0,0.0,2339,2174,68.79411764705883,63.941176470588225,791,1748,0.453,207,629,0.329,420,572,0.7340000000000001,16.14,108.0,106,91.8,14,66.2,252,-0.066,320,8.49,45,0.82,134,108.2,53,99.7,40
,,127,305.0,Boston College,ACC,31,14,17,0.452,L4,5,13,0.278,10,8,2,8,2,1,1,4,0,0,0.0,0.0,2196,2256,70.83870967741936,72.7741935483871,768,1808,0.425,218,687,0.317,442,633,0.698,4.52,107.2,119,102.7,138,67.3,192,0.019,132,6.58,58,-6.95,332,107.3,65,100.7,53
,,174,247.0,Wake Forest,ACC,31,11,20,0.355,L4,4,14,0.222,8,8,1,10,2,2,1,9,0,0,0.0,0.0,2119,2344,68.35483870967742,75.61290322580646,714,1812,0.394,197,640,0.308,494,681,0.725,-0.93,104.4,175,105.3,186,67.6,179,0.04,85,7.92,52,-6.46,328,108.3,51,100.4,50
,,115,263.0,Georgia Tech,ACC,32,14,18,0.438,L1,6,12,0.333,11,7,3,9,0,2,0,8,0,0,0.0,0.0,2091,2130,65.34375,66.5625,755,1714,0.44,176,573,0.307,405,588,0.6890000000000001,5.26,101.7,228,96.5,43,66.8,225,-0.023,242,8.04,49,-4.96,301,107.7,60,99.7,38
,,45,139.0,Lipscomb,ASun,32,29,8,0.784,L1,14,2,0.875,14,3,14,4,1,1,1,0,0,0,0.0,0.0,3076,2597,83.13513513513513,70.18918918918922,930,1926,0.483,280,755,0.371,530,705,0.752,14.55,111.7,50,97.2,49,73.3,12,-0.013,220,0.08,136,6.56,19,103.9,178,103.8,122
,,58,198.0,Liberty,ASun,34,29,7,0.8059999999999999,L1,14,2,0.875,16,1,11,3,2,3,0,1,0,0,0.0,0.0,2654,2209,73.72222222222223,61.361111111111114,921,1878,0.49,300,817,0.3670000000000001,374,485,0.7709999999999999,11.54,111.1,54,99.6,87,62.3,349,0.009000000000000001,158,-3.27,230,-3.2,252,102.5,245,105.8,203
,,167,11.0,North Florida,ASun,33,16,17,0.485,L1,9,7,0.563,10,3,5,13,1,1,0,2,0,0,0.0,0.0,2485,2531,75.3030303030303,76.6969696969697,902,2014,0.448,308,897,0.343,373,539,0.6920000000000001,-0.69,104.1,182,104.8,173,71.9,24,0.015,143,1.59,101,10.41,3,103.9,172,102.4,81
,,247,177.0,Jacksonville,ASun,32,12,20,0.375,L5,5,11,0.313,5,8,6,11,1,1,0,1,0,0,0.0,0.0,2385,2402,74.53125,75.0625,889,1953,0.455,213,645,0.33,394,582,0.677,-7.41,99.1,276,106.5,216,70.9,42,-0.056,303,-3.47,238,-4.21,285,102.5,251,105.9,210
,,183,303.0,NJIT,ASun,33,22,13,0.629,L1,8,8,0.5,11,5,11,8,0,0,0,1,0,0,0.0,0.0,2472,2401,70.62857142857143,68.6,792,1778,0.445,229,664,0.345,497,692,0.718,-1.54,101.8,227,103.3,149,66.9,216,0.084,18,-4.07,256,-4.15,281,102.0,275,106.0,215
,,213,245.0,Florida Gulf Coast,ASun,32,14,18,0.438,L1,9,7,0.563,10,4,4,10,0,4,0,1,0,0,0.0,0.0,2280,2360,71.25,73.75,809,1787,0.453,269,724,0.3720000000000001,393,588,0.6679999999999999,-4.52,101.6,233,106.1,207,67.9,152,-0.003,187,-0.94,164,3.72,65,103.5,196,104.5,159
,,325,207.0,Stetson,ASun,31,7,24,0.226,L2,3,13,0.188,7,8,0,16,0,0,0,1,0,0,0.0,0.0,2151,2429,69.38709677419354,78.35483870967742,794,1962,0.405,215,684,0.314,348,503,0.6920000000000001,-15.46,97.9,293,113.3,329,68.8,113,-0.054000000000000006,300,-2.89,218,-2.74,241,101.8,277,104.7,169
,,284,202.0,North Alabama,ASun,32,10,22,0.313,L2,7,9,0.438,8,4,2,18,0,0,0,1,0,0,0.0,0.0,2145,2358,67.03125,73.6875,744,1914,0.389,240,805,0.298,417,619,0.674,-10.02,95.3,322,105.3,184,68.4,135,0.006,167,1.16,111,7.06,17,104.7,140,103.5,112
,,339,337.0,Kennesaw State,ASun,32,6,26,0.188,L1,3,13,0.188,6,8,0,15,0,3,0,1,0,0,0.0,0.0,2030,2455,63.4375,76.71875,742,1945,0.381,136,438,0.311,410,590,0.695,-18.91,92.0,338,110.9,299,68.2,144,0.04,84,0.93,119,3.94,60,104.3,159,103.3,105
24.0,,15,180.0,Iowa State,B12,34,23,12,0.657,L1,9,9,0.5,12,4,5,6,6,2,6,3,0,0,0.0,0.0,2692,2385,76.91428571428571,68.14285714285714,951,1994,0.477,288,789,0.365,443,605,0.732,22.09,118.9,9,96.8,47,67.7,171,-0.063,316,10.78,23,-1.56,206,109.3,29,98.5,21
17.0,1.0,17,169.0,Kansas,B12,34,26,10,0.722,L1,12,6,0.667,17,0,3,8,6,2,8,4,0,0,0.0,0.0,2725,2525,75.69444444444444,70.1388888888889,928,2008,0.462,246,702,0.35,461,661,0.6970000000000001,21.57,113.9,27,92.3,17,70.1,66,0.076,26,14.13,1,10.36,4,111.8,1,97.7,8
,13.0,95,232.0,West Virginia,B12,34,15,21,0.417,L1,4,14,0.222,11,7,0,10,4,4,2,7,0,0,0.0,0.0,2655,2786,73.75,77.3888888888889,841,2036,0.413,253,798,0.317,552,808,0.6829999999999999,7.15,109.8,71,102.7,135,70.6,49,0.018000000000000002,137,11.6,18,0.18,155,109.4,27,97.8,10
,20.0,40,291.0,TCU,B12,33,23,14,0.622,L1,7,11,0.389,15,5,3,7,5,2,2,7,0,0,0.0,0.0,2730,2574,73.7837837837838,69.56756756756756,886,1936,0.458,254,722,0.35200000000000004,419,611,0.6859999999999999,15.04,110.3,64,95.2,29,68.9,107,0.02,129,9.66,36,-0.99,187,109.1,37,99.5,36
9.0,,5,242.0,Texas Tech,B12,32,31,7,0.816,L1,14,4,0.778,17,1,6,3,8,3,6,3,0,0,0.0,0.0,2765,2261,72.76315789473685,59.5,837,1775,0.472,232,631,0.368,433,595,0.728,30.03,114.1,25,84.1,1,66.6,231,0.004,171,11.18,21,-5.39,307,109.8,19,98.7,22
,,35,298.0,Baylor,B12,32,20,14,0.588,L1,10,8,0.556,13,5,5,6,2,3,3,5,0,0,0.0,0.0,2442,2302,71.82352941176471,67.70588235294117,816,1854,0.44,254,748,0.34,407,604,0.674,16.48,115.3,20,98.8,75,65.2,297,-0.029,255,10.49,28,-4.04,276,108.8,43,98.3,18
,,32,251.0,Oklahoma,B12,32,20,14,0.588,L1,7,11,0.389,10,4,5,7,5,3,2,7,0,0,0.0,0.0,2423,2318,71.26470588235293,68.17647058823529,830,1864,0.445,212,619,0.342,405,586,0.691,16.94,111.1,57,94.1,23,68.6,123,0.023,119,13.27,3,7.44,12,110.3,11,97.1,2
,,25,320.0,Texas,B12,32,21,16,0.568,W5,8,10,0.444,15,6,2,8,4,2,3,7,0,0,0.0,0.0,2628,2458,71.02702702702703,66.43243243243244,801,1848,0.433,272,799,0.34,390,550,0.7090000000000001,19.11,113.5,29,94.4,26,64.7,320,-0.08,332,11.96,15,4.98,41,110.3,12,98.3,17
,,83,313.0,Oklahoma State,B12,32,12,20,0.375,L1,5,13,0.278,8,7,2,9,2,4,1,6,0,0,0.0,0.0,2178,2288,68.0625,71.5,760,1796,0.423,280,753,0.3720000000000001,378,549,0.6890000000000001,8.16,109.5,75,101.3,110,66.1,261,-0.01,211,13.12,5,5.41,31,110.4,9,97.3,5
18.0,12.0,20,323.0,Kansas State,B12,33,25,9,0.735,L2,14,4,0.778,14,2,7,5,4,2,4,3,0,0,0.0,0.0,2236,2025,65.76470588235293,59.55882352941178,784,1819,0.431,233,694,0.336,371,559,0.664,20.06,108.4,98,88.4,3,63.4,339,0.049,65,10.22,32,-0.96,186,109.3,31,99.1,29
,,33,33.0,Marquette,BE,33,24,10,0.706,L2,12,6,0.667,16,3,6,4,2,3,4,1,0,0,0.0,0.0,2629,2363,77.32352941176471,69.5,869,1895,0.459,311,791,0.393,516,680,0.759,16.52,113.2,32,96.7,45,68.8,116,0.01,154,6.77,57,0.29,151,107.4,63,100.7,51
,,88,59.0,St. John's,BE,33,21,13,0.618,L2,8,10,0.444,13,4,4,7,4,2,3,2,0,0,0.0,0.0,2623,2542,77.1470588235294,74.76470588235293,922,2031,0.454,281,778,0.361,433,597,0.725,7.61,108.6,92,101.0,106,70.8,46,0.06,44,5.0,68,-6.49,330,106.9,70,101.9,71
,,100,35.0,Georgetown,BE,32,19,14,0.5760000000000001,L2,9,9,0.5,13,6,5,6,1,2,2,2,0,0,0.0,0.0,2625,2576,79.54545454545455,78.06060606060606,869,1955,0.445,264,736,0.359,555,755,0.735,6.45,108.9,90,102.5,133,71.9,25,0.04,83,4.98,70,-4.53,292,107.7,61,102.7,90
23.0,9.0,30,208.0,Villanova,BE,34,26,10,0.722,L1,13,5,0.722,13,2,5,7,8,1,3,4,0,0,0.0,0.0,2654,2425,73.72222222222223,67.3611111111111,840,1912,0.439,361,1023,0.353,491,675,0.727,17.33,116.5,16,99.2,81,63.6,335,0.044,73,8.0,51,3.32,78,108.8,44,100.8,55
,,55,38.0,Creighton,BE,32,20,15,0.5710000000000001,L1,9,9,0.5,13,6,4,8,3,1,2,4,0,0,0.0,0.0,2727,2561,77.91428571428571,73.17142857142858,901,1870,0.482,348,883,0.394,370,540,0.685,12.67,112.0,47,99.3,83,68.7,118,-0.034,261,8.07,48,5.14,38,109.0,41,100.9,58
,,60,117.0,Seton Hall,BE,33,20,14,0.588,L2,9,9,0.5,11,4,3,8,6,2,4,4,0,0,0.0,0.0,2508,2443,73.76470588235293,71.8529411764706,863,1959,0.441,231,714,0.324,483,682,0.708,11.5,109.0,87,97.5,60,69.1,100,0.023,120,8.54,44,3.58,68,109.2,36,100.7,52
,,65,195.0,Xavier,BE,33,19,16,0.5429999999999999,L1,9,9,0.5,13,5,4,8,2,3,1,5,0,0,0.0,0.0,2526,2472,72.17142857142858,70.62857142857143,862,1843,0.468,231,694,0.333,417,608,0.6859999999999999,10.6,111.1,56,100.5,102,65.2,302,-0.004,192,7.48,55,1.04,124,108.7,45,101.2,61
,,79,125.0,Providence,BE,33,18,16,0.529,L2,7,11,0.389,11,7,5,6,2,3,0,5,0,0,0.0,0.0,2428,2374,71.41176470588233,69.82352941176471,811,1911,0.424,222,667,0.333,512,741,0.691,8.65,105.0,164,96.3,41,67.9,158,-0.018000000000000002,231,6.14,60,-2.58,237,108.5,48,102.4,84
,,118,126.0,DePaul,BE,30,19,17,0.528,L1,7,11,0.389,16,7,3,9,0,1,1,3,0,0,0.0,0.0,2821,2751,78.3611111111111,76.41666666666667,827,1772,0.467,203,589,0.345,449,627,0.716,5.02,111.7,49,106.7,223,70.1,64,-0.018000000000000002,229,3.33,86,-8.64,342,105.6,96,102.3,80
,,72,167.0,Butler,BE,32,16,17,0.485,L3,7,11,0.389,12,4,2,10,2,3,0,4,0,0,0.0,0.0,2374,2337,71.93939393939394,70.81818181818181,835,1877,0.445,280,799,0.35,348,472,0.737,9.24,111.3,53,102.1,123,66.0,263,-0.043,280,7.74,53,3.3,80,108.6,47,100.8,56
,,224,218.0,Weber State,BSky,33,18,15,0.545,L1,11,9,0.55,10,5,5,7,3,3,0,0,0,0,0.0,0.0,2617,2454,79.3030303030303,74.36363636363636,920,1934,0.476,249,684,0.364,528,708,0.746,-5.03,101.7,229,106.7,222,71.1,37,-0.022,239,-7.14,311,0.17,157,102.0,276,109.1,345
,,137,304.0,Montana,BSky,34,26,9,0.743,L1,16,4,0.8,12,2,9,5,5,2,0,1,0,0,0.0,0.0,2665,2397,76.14285714285714,68.48571428571428,955,1923,0.4970000000000001,281,739,0.38,419,608,0.6890000000000001,3.53,107.4,114,103.9,155,66.9,220,0.059,45,-6.07,288,4.03,58,102.4,259,108.4,328
,,250,265.0,Montana State,BSky,32,15,17,0.469,L1,11,9,0.55,9,4,4,12,2,1,0,0,0,0,0.0,0.0,2502,2552,78.1875,79.75,858,1882,0.456,306,818,0.374,480,651,0.737,-7.57,107.8,108,115.4,346,70.0,70,0.008,160,-6.49,297,3.49,71,102.2,270,108.7,333
,,286,17.0,Portland State,BSky,32,16,16,0.5,L1,11,9,0.55,12,4,3,10,1,2,0,1,0,0,0.0,0.0,2475,2404,77.34375,75.125,856,2017,0.424,238,769,0.309,525,748,0.7020000000000001,-10.21,101.9,224,112.1,314,69.1,104,0.046,69,-7.48,321,-1.55,203,101.4,289,108.8,341
,,237,138.0,Eastern Washington,BSky,34,16,18,0.471,L1,12,8,0.6,10,4,4,13,2,1,0,2,0,0,0.0,0.0,2460,2527,72.3529411764706,74.32352941176471,876,2040,0.429,310,886,0.35,398,546,0.7290000000000001,-6.36,101.3,242,107.6,240,67.8,163,0.026,111,-4.74,267,7.19,14,103.0,223,107.8,305
,,193,293.0,Northern Colorado,BSky,32,21,11,0.6559999999999999,L2,15,5,0.75,10,3,11,5,0,3,0,0,0,0,0.0,0.0,2450,2229,76.5625,69.65625,849,1837,0.462,307,849,0.362,445,633,0.703,-2.27,102.6,206,104.9,178,66.5,236,0.05,60,-7.99,332,-1.59,208,101.4,288,109.4,348
,,273,278.0,Southern Utah,BSky,32,17,17,0.5,L1,9,11,0.45,11,4,4,12,2,1,0,0,0,0,0.0,0.0,2573,2566,75.67647058823529,75.47058823529412,838,1887,0.444,260,752,0.34600000000000003,490,686,0.7140000000000001,-9.4,96.4,311,105.8,199,71.2,35,0.044,75,-7.01,308,0.95,127,102.4,258,109.4,351
,,304,326.0,Northern Arizona,BSky,31,10,21,0.32299999999999995,L1,8,12,0.4,5,7,5,13,0,1,0,0,0,0,0.0,0.0,2262,2402,72.96774193548387,77.48387096774194,785,1819,0.4320000000000001,259,749,0.34600000000000003,433,614,0.705,-11.83,100.8,250,112.6,319,68.5,130,-0.036000000000000004,266,-6.4,296,-0.02,163,102.2,268,108.6,331
,,329,334.0,Idaho State,BSky,30,11,19,0.3670000000000001,L1,7,13,0.35,6,7,5,11,0,1,0,1,0,0,0.0,0.0,2198,2369,73.26666666666667,78.96666666666667,779,1742,0.447,274,752,0.364,366,498,0.735,-16.18,102.2,216,118.4,350,66.8,221,0.067,32,-5.3,277,7.29,13,102.5,247,107.8,306
,,274,341.0,Sacramento State,BSky,31,15,16,0.484,L1,8,12,0.4,9,5,4,10,2,1,0,0,0,0,0.0,0.0,2197,2155,70.87096774193549,69.51612903225806,806,1800,0.448,175,527,0.332,410,592,0.693,-9.44,96.6,309,106.0,205,68.1,146,-0.011,212,-7.71,325,-2.45,232,101.7,281,109.4,349
,,348,325.0,Idaho,BSky,32,5,27,0.156,L3,2,18,0.1,4,11,1,13,0,3,0,0,0,0,0.0,0.0,2174,2460,67.9375,76.875,778,1764,0.441,251,678,0.37,367,507,0.7240000000000001,-23.78,95.2,324,118.9,352,65.4,290,-0.036000000000000004,265,-6.99,306,-3.53,262,102.3,263,109.3,347
,,163,289.0,Gardner-Webb,BSth,34,23,12,0.657,L1,10,6,0.625,13,0,8,9,2,3,0,2,0,0,0.0,0.0,2718,2468,77.65714285714286,70.51428571428572,933,1912,0.488,272,696,0.391,524,737,0.711,-0.04,107.8,109,107.8,245,67.4,189,0.07,29,-3.55,239,-4.07,278,103.2,210,106.8,248
,,170,71.0,Hampton,BSth,31,18,17,0.514,L1,9,7,0.563,12,3,5,12,1,2,0,0,0,0,0.0,0.0,2847,2669,81.34285714285714,76.25714285714284,860,1983,0.434,263,764,0.344,548,701,0.782,-0.85,107.4,115,108.2,251,71.3,32,-0.091,339,-3.87,252,-1.77,212,103.0,225,106.9,255
,,179,224.0,Presbyterian,BSth,32,20,16,0.556,L1,9,7,0.563,12,3,8,12,0,1,0,2,0,0,0.0,0.0,2817,2610,78.25,72.5,860,1912,0.45,347,912,0.38,447,606,0.738,-1.32,109.3,78,110.7,293,67.8,166,-0.043,281,-3.96,254,-1.18,194,102.8,232,106.8,252
,,168,10.0,Winthrop,BSth,30,18,12,0.6,L2,10,6,0.625,11,3,7,8,0,1,0,2,0,0,0.0,0.0,2499,2358,83.3,78.6,855,1878,0.455,372,997,0.373,417,565,0.738,-0.74,107.0,126,107.8,244,72.7,16,0.016,140,-2.61,214,1.75,108,103.3,207,105.9,209
,,122,237.0,Radford,BSth,33,22,11,0.667,L1,12,4,0.75,11,3,9,7,2,1,1,0,0,0,0.0,0.0,2440,2247,73.93939393939394,68.0909090909091,893,1938,0.461,285,751,0.379,369,515,0.7170000000000001,4.88,109.3,79,104.4,164,64.4,326,-0.006999999999999999,202,-0.84,163,6.99,18,104.5,148,105.3,191
,,160,234.0,Charleston Southern,BSth,32,18,16,0.529,L1,9,7,0.563,12,4,4,11,2,1,0,1,0,0,0.0,0.0,2574,2369,75.70588235294117,69.67647058823529,871,2032,0.429,317,901,0.35200000000000004,380,562,0.6759999999999999,0.17,101.1,246,101.0,105,69.5,87,-0.085,335,-3.22,228,4.0,59,103.5,197,106.7,247
,,181,151.0,Campbell,BSth,32,20,13,0.606,L2,12,4,0.75,12,4,5,8,3,1,0,0,0,0,0.0,0.0,2495,2328,75.60606060606061,70.54545454545455,840,1843,0.456,307,892,0.344,439,579,0.758,-1.49,108.3,101,109.8,278,65.7,281,0.023,118,-3.79,248,-2.06,221,103.6,193,107.4,277
,,256,199.0,Longwood,BSth,32,16,18,0.471,L1,5,11,0.313,10,5,5,12,1,1,0,0,0,0,0.0,0.0,2407,2408,70.79411764705883,70.82352941176471,742,1755,0.423,302,878,0.344,442,605,0.731,-7.83,99.5,274,107.3,233,67.2,195,-0.023,241,-5.51,280,-9.95,347,102.7,238,108.2,319
,,336,192.0,South Carolina Upstate,BSth,32,6,26,0.188,L9,1,15,0.063,5,9,1,15,0,2,0,1,0,0,0.0,0.0,2169,2395,67.78125,74.84375,775,1872,0.414,269,817,0.329,350,492,0.711,-18.1,93.3,334,111.4,305,68.0,149,-0.049,294,-3.01,221,-1.56,204,103.6,187,106.6,240
