STA20_Team,STA20_Conf_W,STA20_Conf_L,STA20_Conf_Pct,STA20_Conf_PF,STA20_Conf_PA,STA20_W,STA20_L,STA20_Pct,STA20_PF,STA20_PA,STA20_Strk,STA20_Conf_PPG,STA20_Conf_PAPG,STA20_PPG,STA20_PAPG,STA20_Home_W,STA20_Home_L,STA20_Away_W,STA20_Away_L,STA20_Neutral_W,STA20_Neutral_L,STA20_Top25_W,STA20_Top25_L,TeamID
"UNI
UNI",14,4,0.778,0,0,25,6,0.8059999999999999,2330,2006,L1,0.0,0.0,75.16129032258064,64.70967741935483,16,0,8,4,1,2,1,0,92
"Loyola (CHI)
L-I",13,5,0.722,0,0,21,11,0.6559999999999999,2198,2007,L1,0.0,0.0,68.6875,62.71875,14,2,5,6,2,3,0,0,157
Bradley,11,7,0.611,0,0,23,11,0.6759999999999999,2438,2240,W3,0.0,0.0,71.70588235294117,65.88235294117646,15,2,4,8,4,1,0,1,90
"Indiana State
IN",11,7,0.611,0,0,18,12,0.6,2052,2004,L1,0.0,0.0,68.4,66.8,12,1,4,8,2,3,0,1,270
"Southern Illinois
SIU",10,8,0.556,0,0,16,16,0.5,2002,1991,L4,0.0,0.0,62.5625,62.21875,12,3,3,10,1,3,0,0,290
"Missouri State
MOSU",9,9,0.5,0,0,16,17,0.485,2330,2238,L1,0.0,0.0,70.60606060606061,67.81818181818181,11,4,3,10,2,3,0,1,213
Valparaiso,9,9,0.5,0,0,19,16,0.5429999999999999,2530,2494,L1,0.0,0.0,72.28571428571429,71.25714285714284,11,3,4,10,4,3,0,0,76
Drake,8,10,0.444,0,0,20,14,0.588,2359,2302,L1,0.0,0.0,69.38235294117646,67.70588235294117,14,2,2,10,4,2,0,1,137
"Illinois State
I",5,13,0.278,0,0,10,21,0.32299999999999995,2050,2171,L1,0.0,0.0,66.12903225806451,70.03225806451613,9,6,1,11,0,4,0,0,286
"Evansville
EVAN",0,18,0.0,0,0,9,23,0.281,2149,2368,L19,0.0,0.0,67.15625,74.0,5,10,3,10,1,3,1,0,161
