STA20_Team,STA20_Conf_W,STA20_Conf_L,STA20_Conf_Pct,STA20_Conf_PF,STA20_Conf_PA,STA20_W,STA20_L,STA20_Pct,STA20_PF,STA20_PA,STA20_Strk,STA20_Conf_PPG,STA20_Conf_PAPG,STA20_PPG,STA20_PAPG,STA20_Home_W,STA20_Home_L,STA20_Away_W,STA20_Away_L,STA20_Neutral_W,STA20_Neutral_L,STA20_Top25_W,STA20_Top25_L,TeamID
Little Rock,15,5,0.75,0,0,21,10,0.677,2270,2152,L1,0.0,0.0,73.2258064516129,69.41935483870968,13,2,8,8,0,0,0,1,86
South Alabama,13,7,0.65,0,0,20,11,0.645,2209,2092,W8,0.0,0.0,71.25806451612904,67.48387096774194,11,5,7,5,2,1,0,1,61
Texas State,13,7,0.65,0,0,21,11,0.6559999999999999,2339,2058,W1,0.0,0.0,73.09375,64.3125,15,3,6,8,0,0,0,1,99
Georgia State,12,8,0.6,0,0,19,13,0.594,2499,2311,L1,0.0,0.0,78.09375,72.21875,12,3,6,10,1,0,0,1,24
Ga Southern,12,8,0.6,0,0,20,13,0.606,2494,2332,W2,0.0,0.0,75.57575757575758,70.66666666666667,11,4,8,8,1,1,0,1,53
Appalachian State,11,9,0.55,0,0,18,15,0.545,2256,2222,L1,0.0,0.0,68.36363636363636,67.33333333333333,10,5,7,9,1,1,0,0,188
UT Arlington,10,10,0.5,0,0,14,18,0.43799999999999994,2259,2189,L1,0.0,0.0,70.59375,68.40625,8,8,6,9,0,1,0,2,123
Arkansas State,8,12,0.4,0,0,16,16,0.5,2262,2301,L1,0.0,0.0,70.6875,71.90625,10,7,6,9,0,0,0,0,75
Coastal Carolina,8,12,0.4,0,0,16,17,0.485,2573,2518,L1,0.0,0.0,77.96969696969697,76.3030303030303,9,10,7,7,0,2,0,1,25
Louisiana-Lafayette,8,12,0.4,0,0,14,19,0.424,2416,2514,L1,0.0,0.0,73.21212121212122,76.18181818181819,10,6,3,12,1,1,0,0,150
UL Monroe,5,15,0.25,0,0,9,20,0.31,1831,1956,L2,0.0,0.0,63.137931034482754,67.44827586206897,7,8,2,12,0,0,0,1,327
Troy,5,15,0.25,0,0,9,22,0.29,2131,2276,L7,0.0,0.0,68.74193548387096,73.4193548387097,6,9,3,13,0,0,0,0,83
