STA20_Team,STA20_Conf_W,STA20_Conf_L,STA20_Conf_Pct,STA20_Conf_PF,STA20_Conf_PA,STA20_W,STA20_L,STA20_Pct,STA20_PF,STA20_PA,STA20_Strk,STA20_Conf_PPG,STA20_Conf_PAPG,STA20_PPG,STA20_PAPG,STA20_Home_W,STA20_Home_L,STA20_Away_W,STA20_Away_L,STA20_Neutral_W,STA20_Neutral_L,STA20_Top25_W,STA20_Top25_L,TeamID
Akron,14,4,0.778,0,0,24,7,0.774,2348,2062,W3,0.0,0.0,75.74193548387096,66.51612903225806,15,2,8,4,1,1,0,1,159
Bowling Green,12,6,0.667,0,0,21,10,0.677,2310,2259,L3,0.0,0.0,74.51612903225806,72.87096774193549,13,2,5,5,3,3,0,1,122
Buffalo,11,7,0.611,0,0,20,12,0.625,2516,2425,L1,0.0,0.0,78.625,75.78125,10,7,7,4,3,1,0,0,20
Northern Illinois,11,7,0.611,0,0,18,13,0.581,2071,1998,L1,0.0,0.0,66.80645161290322,64.45161290322581,11,4,7,9,0,0,0,0,258
Ball State,11,7,0.611,0,0,18,13,0.581,2155,1938,W2,0.0,0.0,69.51612903225806,62.516129032258064,11,4,5,7,2,2,0,1,260
Kent State,9,9,0.5,0,0,20,12,0.625,2442,2241,W1,0.0,0.0,76.3125,70.03125,14,3,5,8,1,1,0,1,34
Ohio,8,10,0.444,0,0,17,15,0.531,2286,2192,W2,0.0,0.0,71.4375,68.5,12,5,4,8,1,2,0,2,205
Toledo,8,10,0.444,0,0,17,15,0.531,2386,2244,W2,0.0,0.0,74.5625,70.125,10,6,7,9,0,0,0,0,82
Central Michigan,7,11,0.389,0,0,14,18,0.43799999999999994,2506,2454,L1,0.0,0.0,78.3125,76.6875,12,4,2,14,0,0,0,0,68
Western Michigan,6,12,0.33299999999999996,0,0,13,19,0.406,2220,2306,L2,0.0,0.0,69.375,72.0625,10,5,3,12,0,2,0,1,332
Eastern Michigan,6,12,0.33299999999999996,0,0,16,16,0.5,2078,2050,L3,0.0,0.0,64.9375,64.0625,11,4,3,12,2,0,0,1,301
Miami (OH),5,13,0.278,0,0,13,19,0.406,2269,2275,W1,0.0,0.0,70.90625,71.09375,10,6,2,11,1,2,0,1,204
