STA20_Team,STA20_Conf_W,STA20_Conf_L,STA20_Conf_Pct,STA20_Conf_PF,STA20_Conf_PA,STA20_W,STA20_L,STA20_Pct,STA20_PF,STA20_PA,STA20_Strk,STA20_Conf_PPG,STA20_Conf_PAPG,STA20_PPG,STA20_PAPG,STA20_Home_W,STA20_Home_L,STA20_Away_W,STA20_Away_L,STA20_Neutral_W,STA20_Neutral_L,STA20_Top25_W,STA20_Top25_L,TeamID
Colgate,14,4,0.778,0,0,25,9,0.735,2588,2315,L1,0.0,0.0,76.11764705882355,68.08823529411765,15,2,9,7,1,0,0,1,64
Boston,12,6,0.667,0,0,21,13,0.618,2410,2269,W4,0.0,0.0,70.88235294117645,66.73529411764707,12,3,9,8,0,2,0,0,135
American,12,6,0.667,0,0,16,14,0.5329999999999999,2149,2085,L1,0.0,0.0,71.63333333333334,69.5,10,4,6,10,0,0,0,0,257
Army,10,8,0.556,0,0,15,15,0.5,2128,2161,L2,0.0,0.0,70.93333333333334,72.03333333333333,9,6,6,9,0,0,0,1,268
Lafayette,10,8,0.556,0,0,19,12,0.613,2174,2133,L1,0.0,0.0,70.12903225806451,68.80645161290322,9,5,10,7,0,0,0,0,243
Navy,8,10,0.444,0,0,14,16,0.467,1908,1924,L2,0.0,0.0,63.6,64.13333333333334,10,5,4,11,0,0,0,1,329
Bucknell,8,10,0.444,0,0,14,20,0.41200000000000003,2299,2415,L1,0.0,0.0,67.61764705882354,71.02941176470588,9,5,4,14,1,1,0,0,185
"Loyola (MD)
L-",7,11,0.389,0,0,15,17,0.469,2348,2394,L3,0.0,0.0,73.375,74.8125,9,4,5,13,1,0,0,0,110
Lehigh,7,11,0.389,0,0,11,21,0.344,2184,2339,L1,0.0,0.0,68.25,73.09375,8,6,3,15,0,0,0,1,240
Holy Cross,2,16,0.111,0,0,3,29,0.094,2106,2537,L12,0.0,0.0,65.8125,79.28125,2,12,0,16,1,1,0,1,191
