STA20_Team,STA20_Conf_W,STA20_Conf_L,STA20_Conf_Pct,STA20_Conf_PF,STA20_Conf_PA,STA20_W,STA20_L,STA20_Pct,STA20_PF,STA20_PA,STA20_Strk,STA20_Conf_PPG,STA20_Conf_PAPG,STA20_PPG,STA20_PAPG,STA20_Home_W,STA20_Home_L,STA20_Away_W,STA20_Away_L,STA20_Neutral_W,STA20_Neutral_L,STA20_Top25_W,STA20_Top25_L
"New Mexico State
NMSU",16,0,1.000,0,0,25,6,.806,2214,1852,W19,0.0,0.0,71.41935483870968,59.74193548387097,13,1,9,4,3,1,0,1
"California Baptist
CBU",10,6,.625,0,0,21,10,.677,2465,2170,L2,0.0,0.0,79.51612903225806,70.0,15,5,6,5,0,1,0,0
"UT-Rio GV
U",9,7,.563,0,0,14,16,.467,2189,2143,W2,0.0,0.0,72.96666666666667,71.43333333333334,11,3,3,11,0,2,0,1
"UMKC
UMKC",8,7,.533,0,0,16,14,.533,2094,1976,W4,0.0,0.0,69.8,65.86666666666666,9,4,5,8,2,2,0,1
"Grand Canyon
GC",8,8,.500,0,0,13,17,.433,2116,2191,W1,0.0,0.0,70.53333333333333,73.03333333333333,8,8,4,6,1,3,0,0
Seattle,7,7,.500,0,0,14,15,.483,2177,2110,L1,0.0,0.0,75.06896551724138,72.75862068965517,10,4,3,10,1,1,0,1
"Bakersfield
C",6,10,.375,0,0,12,19,.387,2109,2097,L2,0.0,0.0,68.03225806451613,67.64516129032258,9,7,3,12,0,0,0,2
"Utah Valley
UVU",5,10,.333,0,0,11,19,.367,2105,2131,L2,0.0,0.0,70.16666666666667,71.03333333333333,6,7,5,12,0,0,0,1
"Chicago State
C",0,14,.000,0,0,4,25,.138,1781,2372,L19,0.0,0.0,61.41379310344828,81.79310344827586,3,11,1,12,0,2,0,0
